longitud|latitud
-77.0700547|-12.0684343
-77.07006419843516|-12.068434686527828
-77.0756332|-12.0122086
-77.07558295176378|-12.012200198769017
-77.0747147|-12.036957
-77.07480280438743|-12.036972902472547
-77.0826886|-12.011423599999999
-77.08191819999999|-12.028348
-77.07591699999999|-12.0722087
-77.07302150000001|-12.0361361
-77.1006803|-12.0635744
-77.11234379999999|-12.056628
-77.1123135249754|-12.056577457656134
-77.08823366596566|-12.073593924240043
-77.08908494386252|-12.074140423210977
-77.0834756|-12.034396
-77.13758279999999|-12.0237033
-77.13758778676862|-12.02372950000695
-77.1209962180713|-12.068948805540785
-77.12106776791111|-12.068872896377998
-77.0043185|-12.114787
-77.0308659|-12.1072659
-77.0064597|-12.1144521
-76.9394532|-12.1599296
-76.9825515|-12.1249108
-76.98221773432947|-12.124573306188525
-77.0095554|-12.112443899999999
-76.9957364|-12.109631799999999
-76.97087699550275|-12.110042597514159
-77.0263586|-12.114752399999999
-77.02311063751769|-12.145658937301125
-76.9750852|-12.1137172
-76.99755748215358|-12.144215721860533
-77.024427|-12.1129879
-77.02394471491576|-12.116475627412642
-76.996104|-12.1667615
-77.0035845|-12.174948299999999
-77.00362868923838|-12.174964967373718
-76.94570139999999|-12.1641905
-76.94568318352809|-12.164178025356835
-76.9914105|-12.133060400000002
-76.9914220788667|-12.133085807423079
-77.04142439977906|-12.117405807421674
-77.04111481822518|-12.117221798219846
-76.9877609|-12.118632800000002
-76.98780702632675|-12.11857239495973
-76.96791929999999|-12.1707103
-76.96799611239783|-12.170729389534646
-76.9454733|-12.1811271
-76.94544888028992|-12.181113105178433
-76.996104|-12.1667615
-77.0210531400372|-12.17212159998013
-77.02114197066692|-12.172161114302005
-77.0035845|-12.174948299999999
-77.00362868923838|-12.174964967373718
-76.96778069999999|-12.1716769
-76.96778945340218|-12.171641038476078
-76.9991466|-12.1743832
-77.0242758|-12.1961732
-77.02428148971948|-12.196175853461513
-76.94785932484038|-12.230906690956662
-76.94639939999999|-12.1646654
-76.94521470000001|-12.165559799999999
-76.94570139999999|-12.1641905
-76.94568318352809|-12.164178025356835
-76.99468417318951|-12.171852783835186
-77.02172449999999|-12.1705996
-77.0027285640288|-12.198770012663228
-76.94174788461969|-12.230245791540174
-77.01829707369055|-12.210868102771714
-76.962428|-12.1813944
-77.02199279999999|-12.169270899999999
-77.02203308501181|-12.1692282259157
-77.011541|-12.1937885
-77.01161739239988|-12.193895827131081
-76.9454733|-12.1811271
-76.94544888028992|-12.181113105178433
-76.9336422|-12.1753506
-76.93365568248294|-12.175360638204225
-76.90889949999999|-12.2354223
-76.9224646743592|-12.22243050980224
-76.96778069999999|-12.1716769
-76.96778945340218|-12.171641038476078
-76.93714458484047|-12.238098856854633
-76.9991466|-12.1743832
-76.94785932484038|-12.230906690956662
-76.9087332|-12.2236253
-76.92700679748928|-12.242005072953608
-76.94174788461969|-12.230245791540174
-76.86766109999999|-12.275835200000001
-76.86769062469111|-12.275868912417108
-76.962428|-12.1813944
-76.9309485|-12.171221
-76.9314204|-12.2222267
-76.93137808255517|-12.222298748731857
-76.9994936|-12.169427899999999
-76.94118413125621|-12.23144968413534
-76.9300411|-12.170708099999999
-76.92998879879025|-12.170776921547736
-76.9684831|-12.169013
-76.90712306010029|-12.228599169345001
-76.90889949999999|-12.2354223
-76.9224646743592|-12.22243050980224
-76.93714458484047|-12.238098856854633
-76.94785932484038|-12.230906690956662
-76.9087332|-12.2236253
-76.92700679748928|-12.242005072953608
-76.94174788461969|-12.230245791540174
-76.86766109999999|-12.275835200000001
-76.86769062469111|-12.275868912417108
-76.9314204|-12.2222267
-76.93137808255517|-12.222298748731857
-76.94118413125621|-12.23144968413534
-76.90712306010029|-12.228599169345001
-76.8675925|-12.2780572
-76.91046286092332|-12.234348513897329
-76.91039980517073|-12.234283335144307
-76.90800401437541|-12.219225554963671
-76.91623799999999|-12.2321001
-76.94123789999999|-12.2013292
-76.9365049|-12.232044499999999
-76.94933887132925|-12.200085632447347
-76.83796217939476|-12.275420265318832
-76.83790647821913|-12.275372420355247
-76.9072128|-12.2140811
-76.96791929999999|-12.1707103
-76.96799611239783|-12.170729389534646
-76.9454733|-12.1811271
-76.94544888028992|-12.181113105178433
-76.996104|-12.1667615
-77.0210531400372|-12.17212159998013
-77.02114197066692|-12.172161114302005
-77.0035845|-12.174948299999999
-77.00362868923838|-12.174964967373718
-76.96778069999999|-12.1716769
-76.96778945340218|-12.171641038476078
-76.9991466|-12.1743832
-77.0242758|-12.1961732
-77.02428148971948|-12.196175853461513
-76.94785932484038|-12.230906690956662
-76.94639939999999|-12.1646654
-76.94521470000001|-12.165559799999999
-76.94570139999999|-12.1641905
-76.94568318352809|-12.164178025356835
-76.99468417318951|-12.171852783835186
-77.02172449999999|-12.1705996
-77.0027285640288|-12.198770012663228
-76.9418041|-12.2301545
-77.01829707369055|-12.210868102771714
-76.962428|-12.1813944
-77.02199279999999|-12.169270899999999
-77.02203308501181|-12.1692282259157
-77.011541|-12.1937885
-77.01161739239988|-12.193895827131081
