longitud|latitud
-76.99979720111709|-12.025339419449997
-76.99975071282405|-12.025218532137801
-77.00416456066938|-12.026693732698993
-76.9659062|-12.0518839
-76.98815093245581|-11.951907139600284
-76.9472066|-12.0413901
-77.0008211|-12.0254599
-76.9731310935851|-12.024051978299363
-77.00293683336635|-12.048906978870281
-77.00391730000001|-12.0535842
-77.00391138851536|-12.05355968551152
-76.9658837|-12.051925899999999
-76.9926385|-12.0243978
-77.05253946827226|-12.025325978721314
-76.9246538027938|-12.030134767994547
-77.02908831417218|-12.051721167454046
-77.02902681332841|-12.051632654854396
-76.93064150033341|-12.03628210923964
-77.08307230233082|-12.031002320734416
-77.031947102469|-12.048259928871305
-77.07943583778012|-11.995496427316574
-77.00169149999999|-11.97532
-77.06125652162439|-12.048276243420071
-77.06412482489986|-11.992544164601432
-77.07697487387951|-11.939307370235005
-76.97188002331481|-12.048491595053482
-76.97188916488518|-12.048414106323804
-77.0871615|-12.0514505
-77.0794923|-11.9955047
-77.0091066|-11.9982694
-77.07100799999999|-12.0061365
-77.08196103544593|-11.977221865359226
-77.06430268626434|-11.99249495845037
-77.0002182|-12.1125362
-77.0267787|-12.0962795
-76.9906848|-12.1119275
-77.03918709999999|-12.1062867
-77.03758848429013|-12.07210663043754
-77.05053629999999|-12.0748529
-77.0291714|-12.1230993
-76.98385549999999|-12.1104373
-76.98386376943277|-12.11043967352525
-76.9942452|-12.128428699999999
-76.98342607111324|-12.130828908399282
-76.95620895811786|-12.073206696998705
-77.09360410000001|-12.077702600000002
-76.97218629999999|-12.108831200000001
-77.0245429|-12.0930032
-77.0368505|-12.114193499999999
-77.03684841549789|-12.11413605905542
-77.0296384|-12.128615799999999
-77.0647753|-12.0775406
-77.02943259999999|-12.1192218
-76.93693699441445|-12.069562515288657
-77.05367261542713|-12.102751187240223
-77.05358951833071|-12.102657332303005
-77.0002182|-12.1125362
-77.0267787|-12.0962795
-76.9906848|-12.1119275
-77.03918709999999|-12.1062867
-77.0291714|-12.1230993
-76.98385549999999|-12.1104373
-76.98386376943277|-12.11043967352525
-76.9942452|-12.128428699999999
-76.98342607111324|-12.130828908399282
-76.97218629999999|-12.108831200000001
-77.0245429|-12.0930032
-77.0368505|-12.114193499999999
-77.03684841549789|-12.11413605905542
-77.0296384|-12.128615799999999
-77.02943259999999|-12.1192218
-77.05367261542713|-12.102751187240223
-77.05358951833071|-12.102657332303005
-77.0026574711647|-12.143567086243962
-77.0027588817394|-12.143440763777935
-77.0428785|-12.0919157
-76.93243146569478|-12.204358906516607
-76.9888623|-12.158676999999999
-76.9927903|-12.113271700000002
-76.97241950000002|-12.1088503
-76.9724611269674|-12.108950860538744
-77.05253946827226|-12.025325978721314
-77.02908831417218|-12.051721167454046
-77.02902681332841|-12.051632654854396
-77.08307230233082|-12.031002320734416
-77.031947102469|-12.048259928871305
-77.07943583778012|-11.995496427316574
-77.1117439|-12.0485271
-77.06125652162439|-12.048276243420071
-77.06412482489986|-11.992544164601432
-77.0871615|-12.0514505
-77.0794923|-11.9955047
-77.07100799999999|-12.0061365
-77.08196103544593|-11.977221865359226
-77.06430268626434|-11.99249495845037
-77.03551159999999|-12.047521699999999
-77.02903909999999|-12.0516249
-77.04261071176114|-12.033431195515575
-77.055382|-11.9992643
-77.0529291|-11.956790199999999
-77.0603292|-12.0089244
-77.0598603|-12.0061048
