longitud,latitud,tipo_lugar
-77.13374326568122,-11.877738685838311,mercados
-77.13392523737855,-11.877738020995704,mercados
-77.1250756,-11.8542243,mercados
-77.1095928,-11.872511099999999,mercados
-77.12970349999999,-11.8255193,mercados
-77.13136242182229,-11.848799185201745,mercados
-77.1385079,-11.8384354,mercados
-77.1621076,-11.8339258,mercados
-77.1059594,-11.830041399999999,mercados
-77.144171,-11.842970399999999,mercados
-77.1216594,-11.8734269,mercados
-77.15569099999999,-11.838595500000002,mercados
-77.127404,-11.875779300000001,mercados
-77.12732983721885,-11.8757675030764,mercados
-77.144667,-11.8323781,mercados
-77.15619426599937,-11.83403594995239,mercados
-77.0628225,-11.880659699999999,mercados
-77.07312173339244,-11.888493135015132,mercados
-77.0767417,-11.865659299999999,mercados
-77.0700646,-11.8841022,mercados
-77.0638709,-11.8763896,mercados
-77.114243,-11.8686784,mercados
-77.0669854,-11.901471,mercados
-77.0755941,-11.860642,mercados
-77.05598309999999,-11.9145338,mercados
-77.0864156,-11.8731834,mercados
-77.04957540365457,-11.900853340719772,mercados
-77.07542529999999,-11.9234403,mercados
-77.06929629999999,-11.8810158,mercados
-77.0769826,-11.922123,mercados
-77.055284,-11.9282842,mercados
-77.0294523,-11.8850743,mercados
-77.03667903539365,-11.907674471679517,mercados
-77.0210846,-11.870655099999999,mercados
-77.01874536598528,-11.878192922385251,mercados
-77.0227245,-11.8924589,mercados
-77.02265937403419,-11.892503275548,mercados
-77.0150297,-11.8721099,mercados
-77.01497867504527,-11.872353966742894,mercados
-77.03807369075092,-11.896944780962524,mercados
-77.03106629999999,-11.885770899999999,mercados
-77.0105476,-11.876926,mercados
-77.03919669999999,-11.8993919,mercados
-77.03921716436093,-11.899428442751185,mercados
-77.01578730000001,-11.8768731,mercados
-77.03548704255527,-11.887857725451052,mercados
-77.0372825,-11.8998375,mercados
-77.01912310000002,-11.864903499999999,mercados
-77.03308545054591,-11.915089355417715,mercados
-77.0158446,-11.913454699999999,mercados
-77.0295639,-11.892174299999999,mercados
-77.0330942,-11.915583199999999,mercados
-77.03315230850463,-11.91558148105361,mercados
-77.01854784343807,-11.878288740788296,mercados
-77.044994,-11.9133266,mercados
-76.95524632878625,-11.913378544245965,mercados
-76.9621691,-11.924104199999999,mercados
-76.96036997897207,-11.928549065195302,mercados
-76.94786789999999,-11.908842,mercados
-76.97810369184602,-11.93847728305719,mercados
-77.05315399999999,-11.9559809,mercados
-76.9744082,-11.9419977,mercados
-77.0399015,-11.9250802,mercados
-76.9669902,-12.0496584,mercados
-77.1573652,-11.8282726,mercados
-77.14535959999999,-11.827352399999999,mercados
-77.1637148,-11.788244899999999,mercados
-77.1561049,-11.8173513,mercados
-77.16397423524651,-11.804191840094502,mercados
-77.14668907418014,-11.828748294134268,mercados
-77.1657031,-11.8315586,mercados
-77.16560988784434,-11.831580811210513,mercados
-77.1456211,-11.8374905,mercados
-77.1379374,-11.827656800000002,mercados
-77.1321142862381,-11.828392731821083,mercados
-77.11873952294515,-11.827754293278156,mercados
-77.1257986,-11.8397867,mercados
-77.0993572,-11.823874799999999,mercados
-77.05717537828355,-11.830603657387316,mercados
-77.08112539999999,-11.8322424,mercados
-77.11038977610828,-11.822983014177213,mercados
-77.1234906,-11.824260599999999,mercados
-77.12347752396416,-11.824278763050199,mercados
-77.11959949999999,-11.8375094,mercados
-77.11957978580836,-11.837551855056939,mercados
-77.11157769095128,-11.840354415368767,mercados
-77.0825853449359,-11.83189420280041,mercados
-77.1087703,-11.8335739,mercados
-77.10881842675148,-11.833631774514927,mercados
-77.04618649999999,-11.8143003,mercados
-77.04618503868859,-11.814290792935575,mercados
-77.03677918755864,-11.854294200724642,mercados
-77.1010563,-11.8441181,mercados
-77.0801053,-11.848232999999999,mercados
-77.12865190000001,-11.831626,mercados
-77.0377322,-11.8484967,mercados
-77.03914407233334,-11.853261294602644,mercados
-77.04428298425235,-11.8576383869488,mercados
-77.0415943003288,-11.856921109216277,mercados
-77.0415003,-11.857047999999999,mercados
-77.0372022856138,-11.854530030117822,mercados
-77.0452816,-11.9354984,mercados
-77.1476445602391,-11.745757286173326,mercados
-77.1426939,-11.7380746,mercados
-77.1495545,-11.7351689,mercados
-77.14953813087558,-11.735171264246741,mercados
-77.1730368,-11.7729845,mercados
-77.1613153,-11.778740299999999,mercados
-77.16124365103168,-11.778806170465876,mercados
-77.14408097782257,-11.736373158579669,mercados
-77.08038499999999,-11.832399899999999,mercados
-77.0425077,-11.940006499999999,mercados
-77.2055263258317,-11.501936943517205,mercados
-77.2030489,-11.501980399999999,mercados
-77.20310524655196,-11.502007054362862,mercados
-77.26579999699776,-11.560662240450673,mercados
-77.0859244,-12.0051946,mercados
-77.08596976780898,-12.005211643646915,mercados
-77.05156521673388,-11.929103080696807,mercados
-77.0780858,-11.935342799999999,mercados
-77.0493474,-11.947900599999999,mercados
-77.0490741,-11.9368135,mercados
-77.0242758,-12.1961732,colegios
-77.02428148971948,-12.196175853461513,colegios
-77.01829707369055,-12.210868102771714,colegios
-77.0208737212966,-12.202439595533736,colegios
-77.02079429195538,-12.20248607740595,colegios
-77.0202099,-12.195711699999999,colegios
-77.02325754380297,-12.202502401536988,colegios
-77.0210531400372,-12.17212159998013,colegios
-77.02114197066692,-12.172161114302005,colegios
-77.011541,-12.1937885,colegios
-77.01161739239988,-12.193895827131081,colegios
-77.01826429961021,-12.192543970138322,colegios
-77.01831789796753,-12.192468824673993,colegios
-77.02172449999999,-12.1705996,colegios
-77.0027285640288,-12.198770012663228,colegios
-77.02199279999999,-12.169270899999999,colegios
-77.02203308501181,-12.1692282259157,colegios
-77.0241108,-12.173728599999999,colegios
-77.01141,-12.1975439,colegios
-77.0035845,-12.174948299999999,colegios
-77.00362868923838,-12.174964967373718,colegios
-77.02945696714625,-12.167344416167055,colegios
-77.02977290431137,-12.167450677290713,colegios
-77.0228638,-12.1747537,colegios
-77.00205269681072,-12.197506021295844,colegios
-77.0018541804224,-12.197553911006388,colegios
-77.02311063751769,-12.145658937301125,colegios
-76.9991466,-12.1743832,colegios
-77.00334529999999,-12.202082299999999,colegios
-77.0033131233059,-12.202058296180576,colegios
-77.006919,-12.1998342,colegios
-77.0125015,-12.193313700000001,colegios
-76.94785932484038,-12.230906690956662,colegios
-76.93714458484047,-12.238098856854633,colegios
-76.94174788461969,-12.230245791540174,colegios
-76.94118413125621,-12.23144968413534,colegios
-76.9432949,-12.2363205,colegios
-76.94341890748,-12.236266719450658,colegios
-76.92700679748928,-12.242005072953608,colegios
-76.9365049,-12.232044499999999,colegios
-76.94959370000001,-12.2214262,colegios
-76.9365077,-12.239342599999999,colegios
-76.93652146080586,-12.239333366974405,colegios
-76.9732939699825,-12.227123027771848,colegios
-76.93479767588035,-12.228034470584333,colegios
-76.93871640486488,-12.223699820360613,colegios
-76.94102763032981,-12.232922163700554,colegios
-76.93155719349932,-12.24002803447593,colegios
-76.97095171085518,-12.205435049135207,colegios
-76.94300679999999,-12.2333739,colegios
-76.94293393865848,-12.233422770754887,colegios
-76.94445309999999,-12.22148,colegios
-76.94439974137421,-12.2215698096095,colegios
-76.9314204,-12.2222267,colegios
-76.93137808255517,-12.222298748731857,colegios
-76.88791463044562,-12.26035194239964,colegios
-76.90889949999999,-12.2354223,colegios
-76.91720401130961,-12.241369412253048,colegios
-76.86766109999999,-12.275835200000001,colegios
-76.86769062469111,-12.275868912417108,colegios
-76.91716311965996,-12.24719932542957,colegios
-76.8675925,-12.2780572,colegios
-76.91046286092332,-12.234348513897329,colegios
-76.91039980517073,-12.234283335144307,colegios
-76.8705002,-12.2725971,colegios
-76.91623799999999,-12.2321001,colegios
-76.89886489517454,-12.246507055561061,colegios
-76.92028078306518,-12.243936928219297,colegios
-76.83796217939476,-12.275420265318832,colegios
-76.83794158844174,-12.27530299819341,colegios
-76.8713313,-12.2743042,colegios
-76.87139939309259,-12.274235807811703,colegios
-76.8663035,-12.2777447,colegios
-76.86631636919275,-12.2777356940905,colegios
-76.8664788,-12.278640500000002,colegios
-76.86525661342799,-12.280226762285048,colegios
-76.8534371,-12.2886843,colegios
-76.85344068027862,-12.288706649856719,colegios
-76.8676813,-12.2724203,colegios
-76.86568489999999,-12.279416699999999,colegios
-76.86567405939961,-12.279427388476153,colegios
-76.8688389,-12.2725489,colegios
-76.86888733444144,-12.272637633961223,colegios
-76.8577181,-12.293175600000001,colegios
-76.85774507227339,-12.293148687588191,colegios
-76.85220845088595,-12.293994651534636,colegios
-76.8668343,-12.2758801,colegios
-76.8669521655035,-12.27579242079144,colegios
-76.85716020000001,-12.2919568,colegios
-76.85713852658077,-12.291935778245849,colegios
-76.8711046,-12.274512399999999,colegios
-76.87200789213412,-12.273615670238554,colegios
-76.8522663,-12.2943591,colegios
-76.8529253,-12.2973286,colegios
-76.85293124883627,-12.297322957267141,colegios
-77.04736,-12.1066243,colegios
-77.08279777979314,-12.088741833616927,colegios
-77.11930079999999,-12.0703087,colegios
-77.07804666664546,-12.08999987988509,colegios
-77.0351969,-12.1191541,colegios
-77.0679117,-12.0933976,colegios
-77.04647659999999,-12.1034495,colegios
-77.0726401,-12.094373899999999,colegios
-77.07260909033141,-12.09427755334822,colegios
-77.0481094,-12.0969953,colegios
-77.07767192668473,-12.086664380827377,colegios
-77.0593698,-12.1005588,colegios
-77.077314,-12.086267,colegios
-77.08248373788716,-12.089603380216037,colegios
-77.04142439977906,-12.117405807421674,colegios
-77.04111481822518,-12.117221798219846,colegios
-77.0479134,-12.1037363,colegios
-77.02723686150874,-12.16971492957787,colegios
-77.02745176607056,-12.169848362885025,colegios
-77.0154826,-12.1507548,colegios
-77.01555043442208,-12.150724684821737,colegios
-77.01909656519955,-12.17206001060402,colegios
-77.022012,-12.1955393,colegios
-77.02199266782002,-12.195579118498735,colegios
-77.0225468,-12.172729499999999,colegios
-77.02248162707204,-12.172671446767746,colegios
-76.9839557,-12.1927234,colegios
-76.98981754069261,-12.197498406375454,colegios
-76.98988512559994,-12.197486417486838,colegios
-77.00119430223369,-12.186679218405578,colegios
-77.00913899999999,-12.187381199999999,colegios
-77.00922938669295,-12.187363280428913,colegios
-76.9816285,-12.194525299999999,colegios
-76.98164036870901,-12.194513672172562,colegios
-77.0079513,-12.194129,colegios
-77.00800742240702,-12.194090831338801,colegios
-76.9224646743592,-12.22243050980224,colegios
-76.9087332,-12.2236253,colegios
-76.90712306010029,-12.228599169345001,colegios
-76.94123789999999,-12.2013292,colegios
-76.94933887132925,-12.200085632447347,colegios
-76.9072128,-12.2140811,colegios
-76.909971,-12.2173115,colegios
-76.92555589999999,-12.199519100000002,colegios
-76.93654106811535,-12.204417264813603,colegios
-76.91840956137123,-12.193726249868302,colegios
-76.9118646,-12.2283524,colegios
-76.93439699999999,-12.192245,colegios
-76.9211492,-12.215037599999999,colegios
-76.92156606078032,-12.215050271139443,colegios
-76.93322290394623,-12.22471091701045,colegios
-76.84909698408339,-12.213057167882347,colegios
-76.84935258783061,-12.212942374974087,colegios
-76.85807843358717,-12.229177074878669,colegios
-76.85951519999999,-12.2291253,colegios
-76.85955219831925,-12.229080375421216,colegios
-76.858260114685,-12.229040062722815,colegios
-76.86905110000001,-12.2181664,colegios
-76.87482279999999,-12.2095112,colegios
-76.86831260202102,-12.212638428494694,colegios
-76.85911388029899,-12.229356420381333,colegios
-76.85716720867501,-12.244787854552637,colegios
-76.90698753487798,-12.23730305790857,colegios
-77.1209962180713,-12.068948805540785,colegios
-77.12106776791111,-12.068872896377998,colegios
-77.12606579141054,-12.06592898943448,colegios
-77.13008999134586,-12.063146001984988,colegios
-77.1173512,-12.069178500000001,colegios
-77.1139709,-12.0579562,colegios
-77.11571932140102,-12.070064819823859,colegios
-77.11559043810723,-12.069976377905583,colegios
-77.12649278914208,-12.071874312710206,colegios
-77.12971515067075,-12.064054674710196,colegios
-77.128987,-12.0608794,colegios
-77.09806259884353,-12.08211432150943,colegios
-77.1266447,-12.0682615,colegios
-77.12662877144652,-12.06821728071673,colegios
-77.1357706,-12.056779899999999,colegios
-77.12323478597268,-12.068405749467257,colegios
-77.11315689999999,-12.0623761,colegios
-77.1124180040849,-12.060101781952575,colegios
-77.10074809012639,-12.080808269267994,colegios
-77.129402,-12.063648899999999,colegios
-77.12946470026233,-12.063627671866127,colegios
-77.0997586,-12.069394700000002,colegios
-77.0993862978655,-12.071854562975442,colegios
-77.09938954672737,-12.071796387237724,colegios
-77.0604582,-12.1002268,colegios
-77.06046047104319,-12.100230841979059,colegios
-77.0556794,-12.1035147,colegios
-77.0525826,-12.101977,colegios
-77.0525766251268,-12.101917422371399,colegios
-77.05800769999999,-12.095870999999999,colegios
-77.0609903,-12.1019957,colegios
-77.06097940210796,-12.101949525682862,colegios
-77.06221567522165,-12.097572473040302,colegios
-77.0719589,-12.092462999999999,colegios
-77.05917648474798,-12.092495320831587,colegios
-77.071808372105,-12.09500492013805,colegios
-77.0674762,-12.086713900000001,colegios
-77.06743265197662,-12.08660455042678,colegios
-77.07919559999999,-12.0892211,colegios
-77.07912117233947,-12.089262047301396,colegios
-77.0043185,-12.114787,colegios
-77.0308659,-12.1072659,colegios
-77.0064597,-12.1144521,colegios
-76.9825515,-12.1249108,colegios
-76.98221773432947,-12.124573306188525,colegios
-77.0080784,-12.115898699999999,colegios
-77.0080501289746,-12.11588307472224,colegios
-76.9868573,-12.1444504,colegios
-77.0095554,-12.112443899999999,colegios
-76.9957364,-12.109631799999999,colegios
-77.0263586,-12.114752399999999,colegios
-76.99755748215358,-12.144215721860533,colegios
-77.024427,-12.1129879,colegios
-77.0244307668505,-12.112948393760908,colegios
-76.99626339999999,-12.121214499999999,colegios
-76.99626360073528,-12.121215237244467,colegios
-76.9914105,-12.133060400000002,colegios
-76.9914220788667,-12.133085807423079,colegios
-76.9877609,-12.118632800000002,colegios
-76.98780702632675,-12.11857239495973,colegios
-76.9818581,-12.134301899999999,colegios
-76.98184217012617,-12.134307931661718,colegios
-77.00146804358748,-12.112162604565334,colegios
-77.00139369848469,-12.111977853940425,colegios
-77.0079027,-12.1069475,colegios
-77.00797763324913,-12.106944590212658,colegios
-76.98124279999999,-12.135479499999999,colegios
-76.945996,-12.1411609,colegios
-76.93999129021209,-12.141304888787719,colegios
-76.9395571,-12.107979,colegios
-76.93430769999999,-12.1162037,colegios
-76.93435672419432,-12.116137212362142,colegios
-76.95792740000002,-12.130386699999999,colegios
-76.93777043135606,-12.117026452835521,colegios
-76.95040467175458,-12.146635901507187,colegios
-76.9605104558951,-12.132235069115975,colegios
-76.94291570000001,-12.149841499999999,colegios
-76.9417412,-12.106054,colegios
-76.94181030880308,-12.106087816665442,colegios
