precio|enlace|descripcion|area|habitaciones|banios|pais|localidad|region|direccion|latitude|longitude
$ 279,000|/inmueble/592393|Casa en  Playa Chocalla, Asia, Perú|1,500m2|5|4|PE|Asia, Cañete|Lima Departamento|Playa Chocalla, Asia, Perú|-12.7371407|-76.62999549999999
$ 4,500,000|/inmueble/520417|Casa en  El Cascajal, Jirón El Cascajal, Surco, Perú|1,200m2|4|5|PE|Salamanca De Monterrico, Ate, Lima|Lima Departamento|El Cascajal, Jirón El Cascajal, Surco, Perú|-12.1222967|-76.97564299999999
$ 745,000|/inmueble/453002|Casa en  Victor Gonzales Olaechea 281, Lima 15048, Perú|420m2|6|4|PE|San Antonio, Miraflores, Lima|Lima Departamento|Victor Gonzales Olaechea 281, Lima 15048, Perú|-12.117054|-77.011414
$ 590,000|/inmueble/442074|Casa en  Santiago De Surco, Lima|396m2|4|4|PE|Santiago de Surco, Lima|Lima Departamento||-12.1075323|-76.963899
$ 995,000|/inmueble/576270|Casa en  La Planicie, Lima|1,017m2|4|5|PE|La Planicie, La Molina, Lima|Lima Departamento||-12.0801649|-76.9197024
$ 945,000|/inmueble/463854|Casa en  Los Naranjos 231, Lima 15023, Perú|562m2|4|4|PE|Camacho, La Molina, Lima|Lima Departamento|Los Naranjos 231, Lima 15023, Perú|-12.073999|-76.957855
$ 560,000|/inmueble/519677|Casa en  Jr. Los Sauces 217, Lima 15037, Perú|248m2|4|2|PE|San Borja, Lima|Lima Departamento|Jr. Los Sauces 217, Lima 15037, Perú|-12.087345131127181|-76.98602363173828
$ 150,000|/inmueble/456867|Casa en  Av Mariano Ignacio Prado 535, Comas 15327, Perú|512m2|10|5|PE|San Martin de Porres, Lima|Lima Departamento|Av Mariano Ignacio Prado 535, Comas 15327, Perú|-11.937289|-77.04217
$ 490,000|/inmueble/445042|Casa en  Alameda De Los Virreyes 489, Las Lomas De La Molina Vieja, Cercado De Lima, Perú|320m2|4|3|PE|Rinconada Baja, La Molina, Lima|Lima Departamento|Alameda De Los Virreyes 489, Las Lomas De La Molina Vieja, Cercado De Lima, Perú|-12.1039812|-76.9374775
$ 275,000|/inmueble/625460|Casa en  Residencial San Felipe, Edificio Los Arrayanes, Avenida Eduardo Avaroa, Jesús María, Perú|165m2|4|2|PE|Salaverry Et.2, Jesus Maria, Lima|Lima Departamento|Residencial San Felipe, Edificio Los Arrayanes, Avenida Eduardo Avaroa, Jesús María, Perú|-12.0905604|-77.0547519
$ 550,000|/inmueble/620650|Casa en  Jirón Andreas Vesalio 179, San Borja 15036, Perú|565m2|9|5|PE|San Borja, Lima|Lima Departamento|Jirón Andreas Vesalio 179, San Borja 15036, Perú|-12.105147517471318|-77.00698541772154
$ 770,000|/inmueble/431151|Casa en  Santiago De Surco, Lima|300m2|4|4|PE|Santiago de Surco, Lima|Lima Departamento||-12.1075323|-76.963899
$ 442,000|/inmueble/468186|Casa en  Los Castaños 176, Chaclacayo, Perú|1,137m2|4|2|PE|Chaclacayo, Lima|Lima Departamento|Los Castaños 176, Chaclacayo, Perú|-11.971991|-76.7546878
$ 1,250,000|/inmueble/402073|Casa en  Alam.jose Leon Barandiaran 704, La Molina 15026, Perú|1,042m2|4|7|PE|La Planicie, La Molina, Lima|Lima Departamento|Alam.jose Leon Barandiaran 704, La Molina 15026, Perú|-12.07527|-76.910592
$ 250,000|/inmueble/55e7-89bb-669edd6-7e53945f503f-4671|Casa en  Chaclacayo, Perú|600m2|6|2|PE|Chaclacayo, Lima|Lima Departamento|Chaclacayo, Perú|-11.9947642|-76.76827750000001
$ 285,000|/inmueble/446631|Casa en  Av. Francisco Javier Mariátegui 821, Jesús María, Perú|182m2|4|1|PE|Salaverry Et.2, Jesus Maria, Lima|Lima Departamento|Av. Francisco Javier Mariátegui 821, Jesús María, Perú|-12.0768533|-77.0437092
$ 380,000|/inmueble/453941|Casa en  Martir Olaya 21, Lurín 15823, Perú|404m2|6|4|PE|San Borja, Lima|Lima Departamento|Martir Olaya 21, Lurín 15823, Perú|-12.264793|-76.839266
$ 1,100,000|/inmueble/760c-8d64-ad432843-6e7952fcb3b5-34ae|Casa en  Chorrillos, Lima|477m2|4|4|PE|Chorrillos, Lima|Lima Departamento||-12.209136|-77.010562
$ 249,000|/inmueble/434533|Casa en  Mariano Pacheco 924, Santa Catalina, Cercado De Lima, Perú|192m2|6|3|PE|La Victoria, Lima|Lima Departamento|Mariano Pacheco 924, Santa Catalina, Cercado De Lima, Perú|-12.0833582|-77.0173974
$ 270,000|/inmueble/a344-a723-ee6811a7-f906769b6b68-49a5|Casa en  Fiori, Fonía, San Martín De Porres, Perú|250m2|17|6|PE|San Martin de Porres, Lima|Lima Departamento|Fiori, Fonía, San Martín De Porres, Perú|-12.0109275|-77.0587838
$ 268,000|/inmueble/7a65-8c4c-dc38f8b8-c4e3684e1e22-4978|Casa en  Los Huancas 236, San Miguel 15087, Perú|160m2|4|3|PE|Maranga, San Miguel, Lima|Lima Departamento|Los Huancas 236, San Miguel 15087, Perú|-12.08012459557223|-77.09682133121338
$ 360,000|/inmueble/836e-ba59-10727361-b700e3c2c48e-506e|Casa en  Manuel Arrisueño, Urb Santa Catalina, La Victoria, Perú|160m2|4|3|PE|La Victoria, Lima|Lima Departamento|Manuel Arrisueño, Urb Santa Catalina, La Victoria, Perú|-12.0864298|-77.0195824
$ 1,350,000|/inmueble/518884|Casa en  Av. Alejandro Velasco Astete 968, San Borja, Perú|675m2|4|3|PE|San Borja, Lima|Lima Departamento|Av. Alejandro Velasco Astete 968, San Borja, Perú|-12.1087923|-76.9848229
$ 1,099,999|/inmueble/578392|Casa en  Camacho, La Molina, Perú|1,022m2|6|8|PE|Camacho, La Molina, Lima|Lima Departamento|Camacho, La Molina, Perú|-12.0783733|-76.9686267
$ 330,000|/inmueble/405182|Casa en  Playa Las Palmeras, Carretera Panamericana Sur, Cerro Azul, Cañete, Lima, Perú|400m2|4|4|PE|Cerro Azul, Cañete|Lima Departamento|Playa Las Palmeras, Carretera Panamericana Sur, Cerro Azul, Cañete, Lima, Perú|-12.9675|-76.5072222
$ 248,000|/inmueble/583124|Casa en  Paititi, San Miguel, Perú|160m2|5|4|PE|Maranga, San Miguel, Lima|Lima Departamento|Paititi, San Miguel, Perú|-12.0786979|-77.1019494
$ 850,000|/inmueble/431157|Casa en  C. 1 143, Lima 15037, Perú|456m2|6|4|PE|San Borja, Lima|Lima Departamento|C. 1 143, Lima 15037, Perú|-12.094150469918706|-76.98351956508176
$ 187,000|/inmueble/a9e6-8e94-2fc38579-2b656146159d-4ca9|Casa en  Pando, Lima|60m2|5|2|PE|Pando, San Miguel, Lima|Lima Departamento||-12.076778|-77.083096
$ 860,000|/inmueble/401406|Casa en  Lm-119 44, Cercado De Lima 15026, Perú|1,135m2|4|6|PE|Camacho, La Molina, Lima|Lima Departamento|Lm-119 44, Cercado De Lima 15026, Perú|-12.0818423|-76.9281334
$ 195,000|/inmueble/b6a9-9942-c5886272-1722e6871d3f-4fcc|Casa en  Avenida Universitaria, Carabayllo 15319, Perú|180m2|5|6|PE|Carabayllo, Lima|Lima Departamento|Avenida Universitaria, Carabayllo 15319, Perú|-11.876943543586867|-77.02526978728028
$ 220,000|/inmueble/1436-a822-a305698d-411d13ca4a88-3fac|Casa en  Lurin, Lima|396m2|5|5|PE|Lurin, Lima|Lima Departamento||-12.301988|-76.848428
$ 3,500,000|/inmueble/568423|Casa en  Av. San Felipe, Jesús María, Perú|1,000m2|6|4|PE|Salaverry Et.2, Jesus Maria, Lima|Lima Departamento|Av. San Felipe, Jesús María, Perú|-12.0828608|-77.0515441
$ 370,000|/inmueble/557356|Casa en  La Victoria, Lima|197.88m2|3|2|PE|La Victoria, Lima|Lima Departamento||-12.086309991360496|-77.01025854796171
$ 998,000|/inmueble/261b-b9a0-966a911f-2fd7922c7e6a-4ac2|Casa en  Av. Buena Vista 289, San Borja 15037, Perú|616m2|5|5|PE|San Borja, Lima|Lima Departamento|Av. Buena Vista 289, San Borja 15037, Perú|-12.10629834120692|-76.97984174854889
$ 369,000|/inmueble/456e-8c19-c4cb3355-4362c138a49c-3f59|Casa en  Santiago De Surco, Lima|275m2|4|5|PE|Santiago de Surco, Lima|Lima Departamento||-12.128422|-76.9725
$ 490,000|/inmueble/422185|Casa en  Chorrillos, Lima|400m2|10|10|PE|Chorrillos, Lima|Lima Departamento||-12.208244|-77.012367
$ 308,000|/inmueble/a8b0-a67e-406a8fae-7d93175df094-31cf|Casa en  Santiago De Surco, Lima|188m2|3|3|PE|Santiago de Surco, Lima|Lima Departamento||-12.12535|-76.986542
$ 204,000|/inmueble/573582|Casa en  Chorrillos, Lima|240m2|4|4|PE|Chorrillos, Lima|Lima Departamento||-12.1709413|-77.0069194
$ 215,000|/inmueble/610113|Casa en  Punta Brava, San Miguel, Perú|140m2|5|3|PE|Cercado de Lima, Lima|Lima Departamento|Punta Brava, San Miguel, Perú|-12.0648898|-77.1017067
$ 125,000|/inmueble/4ee2-8b6e-cb767021-59a7cf9d9dbc-47d8|Casa en  Comas, Lima|320m2|12|5|PE|Comas, Lima|Lima Departamento||-11.934511|-77.0456523
$ 789,800|/inmueble/437115|Casa en  Av. Andrés Aramburú, San Isidro, Perú|359m2|2|2|PE|Corpac, San Isidro, Lima|Lima Departamento|Av. Andrés Aramburú, San Isidro, Perú|-12.1025069|-77.023441
$ 150,000|/inmueble/538559|Casa en  691, Cercado De Lima 15082, Perú|200m2|5|5|PE|Aurora, Miraflores, Lima|Lima Departamento|691, Cercado De Lima 15082, Perú|-12.046373|-77.042754
$ 3,500,000|/inmueble/625755|Casa en  Los Pinos 1352, Chaclacayo, Lima, Perú|9,687m2|7|3|PE|Chaclacayo, Lima|Lima Departamento|Los Pinos 1352, Chaclacayo, Lima, Perú|-11.9774593|-76.7631445
$ 170,000|/inmueble/fbd4-a08f-196d2e4a-35925149983c-3942|Casa en  Cercado De Lima, Lima|197m2|5|3|PE|Cercado de Lima, Lima|Lima Departamento||-11.981557|-77.096882
$ 360,000|/inmueble/496670|Casa en  6c7h+48 Asia, Perú|160m2|5|5|PE|Asia, Cañete|Lima Departamento|6c7h+48 Asia, Perú|-12.787161|-76.571673
$ 710,000|/inmueble/457138|Casa en  Calle El Rincon 219, Cercado De Lima, Perú|638m2|4|5|PE|La Planicie, La Molina, Lima|Lima Departamento|Calle El Rincon 219, Cercado De Lima, Perú|-12.0713059|-76.88357669999999
$ 2,850,000|/inmueble/437702|Casa en  La Molina, Lima, Perú|1,050m2|7|7|PE|La Planicie, La Molina, Lima|Lima Departamento|La Molina, Lima, Perú|-12.0820196|-76.928234
$ 396,000|/inmueble/528796|Casa en  Lomas De La Molina Vieja 350, Cercado De Lima 15024, Perú|240m2|5|3|PE|Rinconada Baja, La Molina, Lima|Lima Departamento|Lomas De La Molina Vieja 350, Cercado De Lima 15024, Perú|-12.100120070051908|-76.94053988903761
$ 599,000|/inmueble/1214-9d90-318fff7f-21d29d6065ef-333d|Casa en  Camacho, Lima|484m2|5|5|PE|Camacho, La Molina, Lima|Lima Departamento||-12.090846|-76.954583
$ 1,250,000|/inmueble/344437|Casa en  Barranco, Lima|635m2|13|7|PE|Barranco, Lima|Lima Departamento||-12.1411508|-77.0221186
$ 360,000|/inmueble/500827|Casa en  Sol Y Mar, Asia 15690, Perú|220m2|4|4|PE|Asia, Cañete|Lima Departamento|Sol Y Mar, Asia 15690, Perú|-12.7735246|-76.5963466
$ 259,000|/inmueble/592388|Casa en  Playa Chocalla, Asia, Perú|750m2|4|4|PE|Asia, Cañete|Lima Departamento|Playa Chocalla, Asia, Perú|-12.7371407|-76.62999549999999
$ 292,000|/inmueble/e1c2-b8d8-74f703f9-8f016c9d5159-4e43|Casa en  Puruchuco 150, La Molina 15024, Perú|162m2|5|4|PE|Rinconada Baja, La Molina, Lima|Lima Departamento|Puruchuco 150, La Molina 15024, Perú|-12.110208643822782|-76.93527896043548
$ 545,000|/inmueble/467429|Casa en  Jr. Los Tulipanes, La Molina, Perú|300m2|3|3|PE|Rinconada Baja, La Molina, Lima|Lima Departamento|Jr. Los Tulipanes, La Molina, Perú|-12.0940667|-76.9483109
$ 530,000|/inmueble/acb6-b2c9-443e676-5a510ef355a9-3947|Casa en  San Borja, Lima|394m2|5|4|PE|San Borja, Lima|Lima Departamento||-12.103864|-76.992076
$ 850,000|/inmueble/530610|Casa en  Camacho, Lima|457m2|4|4|PE|Camacho, La Molina, Lima|Lima Departamento||-12.0976943|-76.9510851
$ 55,000|/inmueble/5bd0-8852-357f65de-d94575692ca-39f3|Casa en  Carabayllo, Lima|90m2|3|2|PE|Carabayllo, Lima|Lima Departamento||-11.843577|-77.042599
$ 200,000|/inmueble/6ee-b4da-8f3b224-35608a98b931-3e94|Casa en  Santa Cruz, Lima|216m2|4|4|PE|Santa Cruz, Miraflores, Lima|Lima Departamento||-12.115816|-77.046113
$ 34,000|/inmueble/cada-a6bf-d2619863-372623fba75f-387f|Casa en  Carabayllo, Lima|70m2|2|1|PE|Carabayllo, Lima|Lima Departamento||-11.843976|-77.042427
$ 399,000|/inmueble/434889|Casa en  Camacho, Lima|320m2|3|3|PE|Camacho, La Molina, Lima|Lima Departamento||-12.0886799|-76.9555348
$ 165,000|/inmueble/3f35-b3b4-bfeb0a7d-26e01d39ef60-46df|Casa en  Malecon Ferreyros 616, Ancón 15123, Perú|209m2|5|4|PE|Ancon, Lima|Lima Departamento|Malecon Ferreyros 616, Ancón 15123, Perú|-11.771389070720664|-77.17415085100097
$ 1,050,000|/inmueble/456759|Casa en  Calle Batallon Callao Sur 385, Santiago De Surco 15039, Perú|452m2|4|5|PE|Santiago de Surco, Lima|Lima Departamento|Calle Batallon Callao Sur 385, Santiago De Surco 15039, Perú|-12.128272|-76.984992
$ 500,000|/inmueble/5531-9980-b72975fd-f6446a56e05a-4b23|Casa en  Jr. Los Sauces 148, Lima 15037, Perú|160m2|7|4|PE|San Borja, Lima|Lima Departamento|Jr. Los Sauces 148, Lima 15037, Perú|-12.087081079712787|-76.98487345129251
$ 540,000|/inmueble/593598|Casa en  Santiago De Surco, Lima|310m2|7|4|PE|Santiago de Surco, Lima|Lima Departamento||-12.1253327|-76.9917205
$ 285,000|/inmueble/454375|Casa en  Calle Fray Ramon Rojas 1293, Cercado De Lima 15082, Perú|330m2|7|3|PE|Cercado de Lima, Lima|Lima Departamento|Calle Fray Ramon Rojas 1293, Cercado De Lima 15082, Perú|-12.050672|-77.065953
$ 440,000|/inmueble/503132|Casa en  Sol De La Molina, La Molina, Perú|305m2|5|6|PE|El Sol De La Molina, La Molina, Lima|Lima Departamento|Sol De La Molina, La Molina, Perú|-12.0874226|-76.9088443
$ 75,000|/inmueble/be74-a16f-36c6c8fc-7394391eb3d3-47ed|Casa en  Ovalo De Cieneguilla, Cieneguilla, Perú|1,024m2|3|2|PE|Cieneguilla, Lima|Lima Departamento|Ovalo De Cieneguilla, Cieneguilla, Perú|-12.119136|-76.8137279
$ 100,000|/inmueble/519648|Casa en  Las Brisas, San Martín De Porres, Perú|70m2|5|2|PE|San Martin de Porres, Lima|Lima Departamento|Las Brisas, San Martín De Porres, Perú|-11.9761864|-77.1078848
$ 380,000|/inmueble/455163|Casa en  P593+77j, Lurín 15823, Perú|1,054m2|5|5|PE|Lurin, Lima|Lima Departamento|P593+77j, Lurín 15823, Perú|-12.282|-76.847
$ 118,000|/inmueble/465327|Casa en  Villa El Salvador, Lima|300m2|6|4|PE|Villa El Salvador, Lima|Lima Departamento||-12.240099388884257|-76.9227682105591
$ 240,000|/inmueble/f1c3-a366-fcfd2eae-ab29d95ca898-4d77|Casa en  Chorrillos, Lima|173.6m2|5|4|PE|Chorrillos, Lima|Lima Departamento||-12.203644|-77.007888
$ 835,000|/inmueble/392914|Casa en  Av. Caminos Del Inca, Santiago De Surco, Lima, Lima, Peru|340m2|4|3|PE|Santiago de Surco, Lima|Lima Departamento|Av. Caminos Del Inca, Santiago De Surco, Lima, Lima, Peru|-12.115259|-76.991048
$ 330,000|/inmueble/409120|Casa en  San Borja, Lima|171m2|4|4|PE|San Borja, Lima|Lima Departamento||-12.097282|-76.995101
$ 630,000|/inmueble/494155|Casa en  Gozzoli Norte 1, San Borja, Perú|258.8m2|4|3|PE|San Borja, Lima|Lima Departamento|Gozzoli Norte 1, San Borja, Perú|-12.1020193|-77.0022924
$ 335,000|/inmueble/563392|Casa en  Ayacucho, Santiago De Surco, Perú|182m2|4|3|PE|Santiago de Surco, Lima|Lima Departamento|Ayacucho, Santiago De Surco, Perú|-12.1283013|-76.9927468
$ 675,000|/inmueble/438645|Casa en  Casa El Golf De Huampaní, Avenue Alto De La Luna, Lurigancho-chosica, Perú|2,500m2|4|3|PE|Chosica, Lima|Lima Departamento|Casa El Golf De Huampaní, Avenue Alto De La Luna, Lurigancho-chosica, Perú|-11.9736292|-76.79249829999999
$ 600,000|/inmueble/456581|Casa en  Av. Universitaria 5356, Lima 15311, Perú|1,010m2|10|10|PE|Los Olivos, Lima|Lima Departamento|Av. Universitaria 5356, Lima 15311, Perú|-11.960787|-77.061259
$ 126,000|/inmueble/461226|Casa en  Jirón Arica 163, Magdalena Del Mar, Perú|210m2|4|2|PE|Magdalena del Mar, Lima|Lima Departamento|Jirón Arica 163, Magdalena Del Mar, Perú|-12.0958699|-77.0701638
$ 120,000|/inmueble/614843|Casa en  Avenida Miramar 834, Ancón, Perú|150m2|5|4|PE|Ancon, Lima|Lima Departamento|Avenida Miramar 834, Ancón, Perú|-11.7378145|-77.161987
$ 610,000|/inmueble/619946|Casa en  Avenida Parque Gonzales Prada, Magdalena, Perú|308m2|6|2|PE|Magdalena del Mar, Lima|Lima Departamento|Avenida Parque Gonzales Prada, Magdalena, Perú|-12.0920496|-77.0648397
$ 300,000|/inmueble/424843|Casa en  Adalberto Del Campo 215, San Juan De Miraflores, Perú|400m2|3|2|PE|San Juan de Miraflores, Lima|Lima Departamento|Adalberto Del Campo 215, San Juan De Miraflores, Perú|-12.1544541|-76.9645942
$ 890,000|/inmueble/461959|Casa en  Urb Rinconada Alta Etapa 2, La Molina, Perú|1,663m2|4|6|PE|Rinconada Alta, La Molina, Lima|Lima Departamento|Urb Rinconada Alta Etapa 2, La Molina, Perú|-12.0757953|-76.9290151
$ 615,000|/inmueble/522539|Casa en  Av. Fernando Reusche 909, Lima, Perú|2,800m2|4|2|PE|Pachacamac, Lima|Lima Departamento|Av. Fernando Reusche 909, Lima, Perú|-12.2134819|-76.8527043
$ 820,000|/inmueble/601855|Casa en  Santiago De Surco, Lima|456m2|5|3|PE|Santiago de Surco, Lima|Lima Departamento||-12.093182500201266|-76.97374429553747
$ 550,000|/inmueble/da0e-9bde-2d2cb7b9-129ae2794701-40e9|Casa en  Santiago De Surco, Lima|420m2|5|3|PE|Santiago de Surco, Lima|Lima Departamento||-12.1297103|-77.0087804
$ 1,951,500|/inmueble/591366|Casa en  Pontevedra 100, Cercado De Lima, Perú|1,204m2|4|5|PE|Rinconada Baja, La Molina, Lima|Lima Departamento|Pontevedra 100, Cercado De Lima, Perú|-12.0898422|-76.9354027
$ 369,000|/inmueble/571144|Casa en  Calle Las Campanillas, Cercado De Lima, Perú|326m2|5|5|PE|Salamanca De Monterrico, Ate, Lima|Lima Departamento|Calle Las Campanillas, Cercado De Lima, Perú|-12.0750645|-76.9771551
$ 62,848.1|/inmueble/407907|Casa en  Av José Olaya 780, Cercado De Lima, Perú|158m2|6|3|PE|Villa Maria del Triunfo, Lima|Lima Departamento|Av José Olaya 780, Cercado De Lima, Perú|-12.1427664|-76.9418831
$ 4,000,000|/inmueble/501631|Casa en  Cerro Azul, Cañete|4,800m2|4|3|PE|Cerro Azul, Cañete|Lima Departamento||-12.779861|-76.5565245
$ 230,000|/inmueble/526365|Casa en  Jirón Jose Galvez, Magdalena Del Mar, Perú|152m2|3|4|PE|Magdalena del Mar, Lima|Lima Departamento|Jirón Jose Galvez, Magdalena Del Mar, Perú|-12.0910146|-77.0714226
$ 281,000|/inmueble/437389|Casa en  Calle Tacna 657, Lima, Perú|208m2|4|1|PE|Santa Cruz, Miraflores, Lima|Lima Departamento|Calle Tacna 657, Lima, Perú|-12.107876|-77.0289102
$ 550,000|/inmueble/a4d2-9e5c-b221874a-abce88d27bd7-4208|Casa en  Departamento 201, C. Francisco De Goya Y Lucientes 104, Santiago De Surco 15023, Perú|623m2|7|5|PE|Santiago de Surco, Lima|Lima Departamento|Departamento 201, C. Francisco De Goya Y Lucientes 104, Santiago De Surco 15023, Perú|-12.104528654264998|-76.95375345647335
$ 120,000|/inmueble/604682|Casa en  Parque Tiburones, Miguel Grau, Chaclacayo, Perú|120m2|4|3|PE|Chaclacayo, Lima|Lima Departamento|Parque Tiburones, Miguel Grau, Chaclacayo, Perú|-11.986082|-76.8158231
$ 179,900|/inmueble/449867|Casa en  4xj3+wm6, Carabayllo 15121, Perú|200m2|3|4|PE|Carabayllo, Lima|Lima Departamento|4xj3+wm6, Carabayllo 15121, Perú|-11.866766|-77.045685
$ 245,000|/inmueble/533315|Casa en  Club Las Palmas, Asia, Perú|220m2|4|3|PE|Asia, Cañete|Lima Departamento|Club Las Palmas, Asia, Perú|-12.7747412|-76.6051892
$ 375,000|/inmueble/524450|Casa en  Barranco, Lima|200m2|4|3|PE|Barranco, Lima|Lima Departamento||-12.131872510960061|-77.01945953071117
$ 450,000|/inmueble/451504|Casa en  Jr. Manuel Villavicencio 1379, Lince 15073, Perú|202m2|4|4|PE|Risso, Lince, Lima|Lima Departamento|Jr. Manuel Villavicencio 1379, Lince 15073, Perú|-12.089853635413725|-77.04521812498571
$ 655,000|/inmueble/465040|Casa en  Casuarinas, Santiago De Surco, Perú|260m2|4|4|PE|Santiago de Surco, Lima|Lima Departamento|Casuarinas, Santiago De Surco, Perú|-12.1196767|-76.9693468
$ 1,850,000|/inmueble/533222|Casa en  Calle Acapulco, La Molina, Perú|1,347m2|3|5|PE|El Sol De La Molina, La Molina, Lima|Lima Departamento|Calle Acapulco, La Molina, Perú|-12.0811941|-76.902744
$ 1,380,000|/inmueble/621747|Casa en  Av. Villaran 200, Miraflores, Perú|600m2|5|4|PE|San Antonio, Miraflores, Lima|Lima Departamento|Av. Villaran 200, Miraflores, Perú|-12.1244063|-77.01140699999999
$ 330,000|/inmueble/19ad-b8f0-10f4309a-da6282bf42b3-4f83|Casa en  Las Monjas, La Molina, Perú|300m2|6|4|PE|Camacho, La Molina, Lima|Lima Departamento|Las Monjas, La Molina, Perú|-12.0636125|-76.9585101
$ 1,800,000|/inmueble/326097|Casa en  Av. General Pershing 147, Miraflores, Lima, Lima, Peru|309m2|20|20|PE|Santa Cruz, Miraflores, Lima|Lima Departamento|Av. General Pershing 147, Miraflores, Lima, Lima, Peru|-12.117506|-77.0288104
$ 765,000|/inmueble/467052|Casa en  Av. Manuel Villaran, Miraflores, Perú|382m2|4|5|PE|San Antonio, Miraflores, Lima|Lima Departamento|Av. Manuel Villaran, Miraflores, Perú|-12.122548|-77.006492
$ 450,000|/inmueble/451194|Casa en  Jr. Cerro Negro 482, Santiago De Surco 15803, Perú|300m2|5|4|PE|Santiago de Surco, Lima|Lima Departamento|Jr. Cerro Negro 482, Santiago De Surco 15803, Perú|-12.138152203888291|-76.97656329721212
$ 200,000|/inmueble/389628|Casa en  Av. Arenales 2614, San Isidro, Peru|102m2|3|2|PE|Orrantia, San Isidro, Lima|Lima Departamento|Av. Arenales 2614, San Isidro, Peru|-12.0902087|-77.0349896
$ 125,000|/inmueble/490728|Casa en  Santo Domingo, Carabayllo, Perú|120m2|5|2|PE|Carabayllo, Lima|Lima Departamento|Santo Domingo, Carabayllo, Perú|-11.882363319396973|-77.03557586669922
$ 335,000|/inmueble/fb43-9242-ce1117ee-e1110154d68f-4d58|Casa en  Salamanca De Monterrico, Lima|250m2|6|4|PE|Salamanca De Monterrico, Ate, Lima|Lima Departamento||-12.0799316|-76.9790752
$ 159,000|/inmueble/570340|Casa en  San Martin De Porres, Lima|204m2|8|3|PE|San Martin de Porres, Lima|Lima Departamento||-12.0255385|-77.0890895
$ 450,000|/inmueble/400371|Casa en  Playa Positano, Cañete, Lima, Peru|530m2|4|5|PE|San Antonio, Cañete|Lima Departamento|Playa Positano, Cañete, Lima, Peru|-12.5616602|-76.7201257
$ 77,000|/inmueble/457337|Casa en  Carabayllo, Lima|60m2|5|3|PE|Carabayllo, Lima|Lima Departamento||-11.880165100097656|-77.01830291748047
$ 120,000|/inmueble/474011|Casa en  Av. Perú 3830, San Martín De Porres 15106, Perú|120m2|2|1|PE|Cercado de Lima, Lima|Lima Departamento|Av. Perú 3830, San Martín De Porres 15106, Perú|-11.981557|-77.096882
$ 379,000|/inmueble/625859|Casa en  Calle Fernando El Católico 1, La Molina, Perú|355m2|8|4|PE|Rinconada Baja, La Molina, Lima|Lima Departamento|Calle Fernando El Católico 1, La Molina, Perú|-12.0619985|-76.9477862
$ 239,000|/inmueble/788c-a94c-9d92596f-d0b37ebd83b9-37af|Casa en  Jirón Conchucos 300, Lima 15003, Perú|217m2|4|2|PE|Aurora, Miraflores, Lima|Lima Departamento|Jirón Conchucos 300, Lima 15003, Perú|-12.045883|-77.0114
$ 1,350,000|/inmueble/f90d-8c1a-dee71ce-7d4560a3873b-4030|Casa en  La Planicie, Lima|370m2|3|5|PE|La Planicie, La Molina, Lima|Lima Departamento||-12.075639|-76.911006
$ 118,000|/inmueble/468409|Casa en  Villa El Salvador, Lima|300m2|10|4|PE|Villa El Salvador, Lima|Lima Departamento||-12.240807852181193|-76.92313634393312
$ 292,000|/inmueble/452222|Casa en  Portada Del Sol, La Molina, Lima, Perú|232m2|5|4|PE|Rinconada Baja, La Molina, Lima|Lima Departamento|Portada Del Sol, La Molina, Lima, Perú|-12.1002887|-76.9438767
$ 570,000|/inmueble/41a5-b46a-70570f0b-dd6225953153-4ece|Casa en  Parque Kennedy, Miraflores, Perú|267m2|3|2|PE|Cercado de Miraflores, Miraflores, Lima|Lima Departamento|Parque Kennedy, Miraflores, Perú|-12.1217856|-77.03044899999999
$ 153,000|/inmueble/ac23-9562-2c527981-dbc924b10f3-3745|Casa en  Villa Maria Del Triunfo, Lima|165m2|5|5|PE|Villa Maria del Triunfo, Lima|Lima Departamento||-12.162426|-76.950291
$ 245,000|/inmueble/456977|Casa en  Alameda El Triangulo, Cercado De Lima, Perú|410m2|5|4|PE|Chorrillos, Lima|Lima Departamento|Alameda El Triangulo, Cercado De Lima, Perú|-12.2188522|-76.9941655
$ 392,000|/inmueble/598736|Casa en  Av. Pío Xii, San Miguel, Perú|359m2|7|7|PE|Maranga, San Miguel, Lima|Lima Departamento|Av. Pío Xii, San Miguel, Perú|-12.0643471|-77.1007868
$ 544,000|/inmueble/590562|Casa en  Faure, San Borja, Perú|345m2|4|4|PE|San Borja, Lima|Lima Departamento|Faure, San Borja, Perú|-12.1016255|-76.9995629
$ 169,000|/inmueble/6b90-8672-bbebfa25-402bd61437c0-3830|Casa en  Villa El Salvador, Lima|140m2|8|4|PE|Villa El Salvador, Lima|Lima Departamento||-12.202047|-76.940335
$ 635,000|/inmueble/447668|Casa en  Quillapampa, Cieneguilla, Perú|1,319m2|3|3|PE|Cieneguilla, Lima|Lima Departamento|Quillapampa, Cieneguilla, Perú|-12.0979788|-76.7811407
$ 400,000|/inmueble/4324-acad-ea8194a6-a99d63124621-1273|Casa en  Rinconada Baja, Lima|256m2|4|3|PE|Rinconada Baja, La Molina, Lima|Lima Departamento||-12.1006322|-76.9388967
$ 130,000|/inmueble/169b-88db-82705382-607d917198d7-4548|Casa en  Urb. Tupac Amaru, Independencia, Lima, Perú|200m2|5|2|PE|Independencia, Lima|Lima Departamento|Urb. Tupac Amaru, Independencia, Lima, Perú|-11.9729723|-77.0463719
