precio|enlace|descripcion|area|habitaciones|banios|pais|localidad|region|direccion|latitude|longitude
$ 270,000|/inmueble/ebe0-9245-d04ab84b-b6cc4ee8f98-43fc|Departamento en  Pje. Del Bosque 1174, San Borja 15037, Perú|132.9m2|3|4|PE|San Borja, Lima|Lima Departamento|Pje. Del Bosque 1174, San Borja 15037, Perú|-12.089562701587575|-76.98509118039551
$ 111,125.08|/inmueble/86a-be94-e7a590b7-18f02ebfe739-4bf2|Departamento en  Magdalena Del Mar, Lima|72m2|3|2|PE|Magdalena del Mar, Lima|Lima Departamento||-12.0904161|-77.0700298
$ 298,600|/inmueble/fa4f-8a7e-661cef81-bbdcfa0d474a-42cc|Departamento en  Santa Cruz, Lima|125m2|3|4|PE|Santa Cruz, Miraflores, Lima|Lima Departamento||-12.1121584|-77.0455343
$ 193,000|/inmueble/bf29-b501-618a76d7-448ef2b36731-4c09|Departamento en  Cercado De Miraflores, Lima|90m2|3|2|PE|Cercado de Miraflores, Miraflores, Lima|Lima Departamento||-12.1192274|-77.0292524
$ 98,302.95|/inmueble/13e6-9baa-e66beea3-1f092c68bae7-4386|Departamento en  Pueblo Libre, Lima|70m2|3|2|PE|Pueblo Libre, Lima|Lima Departamento||-12.083044|-77.06719380000001
$ 210,000|/inmueble/84b6-92d0-3ccbacdc-9bf52081f302-4ca8|Departamento en  Cercado De Miraflores, Lima|118m2|3|5|PE|Cercado de Miraflores, Miraflores, Lima|Lima Departamento||-12.1218773|-77.03053899999999
$ 314,000|/inmueble/dba3-bf35-cc258a8a-61a204c9daac-4ffd|Departamento en  Cercado De Miraflores, Lima|134m2|3|4|PE|Cercado de Miraflores, Miraflores, Lima|Lima Departamento||-12.1218773|-77.03053899999999
$ 67,127.59|/inmueble/33f9-81ec-67a940ba-6601698320cf-4134|Departamento en  Maranga, Lima|78m2|3|2|PE|Maranga, San Miguel, Lima|Lima Departamento||-12.0774344|-77.0934137
$ 109,000|/inmueble/2ad1-9381-1df6c903-2da58daa1fab-4dd0|Departamento en  Orrantia, Lima|45m2|1|2|PE|Orrantia, San Isidro, Lima|Lima Departamento||-12.1103189|-77.0467912
$ 164,927.72|/inmueble/b2cd-85c0-1aa0925c-477391deef7a-4544|Departamento en  Cercado De Miraflores, Lima|70m2|2|2|PE|Cercado de Miraflores, Miraflores, Lima|Lima Departamento||-12.12046238700215|-77.02985667508544
$ 359,768|/inmueble/537647|Departamento en  Sor Tita 325, Santiago De Surco, Perú|225m2|4|5|PE|Santiago de Surco, Lima|Lima Departamento|Sor Tita 325, Santiago De Surco, Perú|-12.1307977|-77.0085446
$ 230,000|/inmueble/483369|Departamento en  Barranco, Lima|83m2|3|3|PE|Barranco, Lima|Lima Departamento||-12.1411508|-77.0221186
$ 327,095|/inmueble/473315|Departamento en  Santa Cruz, Lima|130m2|3|3|PE|Santa Cruz, Miraflores, Lima|Lima Departamento||-12.1149584|-77.0328976
$ 200,000|/inmueble/1637-92d2-aa0f5f9f-f55e07dc5af0-4dba|Departamento en  Salaverry Et.2, Lima|84.23m2|3|2|PE|Salaverry Et.2, Jesus Maria, Lima|Lima Departamento||-12.0802588|-77.0477723
$ 150,000|/inmueble/489227|Departamento en  Pando, Lima|79m2|32|2|PE|Pando, San Miguel, Lima|Lima Departamento||-12.0839018|-77.0816962
$ 217,000|/inmueble/491444|Departamento en  Av De Los Ingenieros 199, Santiago De Surco, Perú|128m2|3|4|PE|Santiago de Surco, Lima|Lima Departamento|Av De Los Ingenieros 199, Santiago De Surco, Perú|-12.124292|-76.9751598
$ 157,888.12|/inmueble/554539|Departamento en  Cercado De Lima, Lima|69.88m2|1|2|PE|Cercado de Lima, Lima|Lima Departamento||-12.120784593304581|-77.03464513862305
$ 170,000|/inmueble/587044|Departamento en  Avenida Salaverry, Jesús María, Perú|83m2|2|3|PE|Salaverry Et.2, Jesus Maria, Lima|Lima Departamento|Avenida Salaverry, Jesús María, Perú|-12.0823436|-77.0455977
$ 223,000|/inmueble/457532|Departamento en  Av. José Pardo 570, Miraflores 15074, Perú|84m2|2|2|PE|Cercado de Miraflores, Miraflores, Lima|Lima Departamento|Av. José Pardo 570, Miraflores 15074, Perú|-12.1189009|-77.0341842
$ 66,560|/inmueble/457663|Departamento en  Calle Las Cantutas, Santiago De Surco, Perú|42m2|1|1|PE|Santiago de Surco, Lima|Lima Departamento|Calle Las Cantutas, Santiago De Surco, Perú|-12.1280826|-76.9686419
$ 165,000|/inmueble/622368|Departamento en  Av. Juan De Aliaga 641, Magdalena Del Mar 15076, Perú|101m2|3|3|PE|Magdalena del Mar, Lima|Lima Departamento|Av. Juan De Aliaga 641, Magdalena Del Mar 15076, Perú|-12.0914193|-77.0588528
$ 231,310|/inmueble/531573|Departamento en  El Olivar, Lima|83m2|2|2|PE|El Olivar, San Isidro, Lima|Lima Departamento||-12.1080939|-77.0412519
$ 479,133|/inmueble/531434|Departamento en  El Olivar, Lima|239m2|2|2|PE|El Olivar, San Isidro, Lima|Lima Departamento||-12.106619389455958|-77.0346015439026
$ 117,041.11|/inmueble/577381|Departamento en  Av. Rivera Navarrete 726, San Isidro 15046, Perú|45.49m2|1|1|PE|Corpac, San Isidro, Lima|Lima Departamento|Av. Rivera Navarrete 726, San Isidro 15046, Perú|-12.094355837960125|-77.02666496190186
$ 221,000|/inmueble/619857|Departamento en  Urb La Floresta De Monterrico, Santiago De Surco, Perú|123m2|3|3|PE|Santiago de Surco, Lima|Lima Departamento|Urb La Floresta De Monterrico, Santiago De Surco, Perú|-12.116785|-76.97474729999999
$ 180,000|/inmueble/461012|Departamento en  Camacho, Lima|120m2|3|3|PE|Camacho, La Molina, Lima|Lima Departamento||-12.0733251|-76.95194459999999
$ 295,000|/inmueble/435780|Departamento en  San Antonio, Lima|195m2|3|3|PE|San Antonio, Miraflores, Lima|Lima Departamento||-12.1202764|-77.01480389999999
$ 135,000|/inmueble/585132|Departamento en  Calle Víctor Alzamora, Surquillo, Perú|80m2|3|2|PE|Surquillo, Lima|Lima Departamento|Calle Víctor Alzamora, Surquillo, Perú|-12.1161404|-77.014543
$ 337,000|/inmueble/612423|Departamento en  Jose María Quiroga, Santiago De Surco, Perú|215m2|4|4|PE|Santiago de Surco, Lima|Lima Departamento|Jose María Quiroga, Santiago De Surco, Perú|-12.117931313076319|-76.99364326894283
$ 185,000|/inmueble/462885|Departamento en  Av. Manuel Olguín 485, Santiago De Surco, Perú|106m2|2|3|PE|Santiago de Surco, Lima|Lima Departamento|Av. Manuel Olguín 485, Santiago De Surco, Perú|-12.0906354|-76.9736257
$ 323,000|/inmueble/541878|Departamento en  Cristóbal De Peralta Sur 585, Santiago De Surco, Perú|190m2|3|3|PE|Santiago de Surco, Lima|Lima Departamento|Cristóbal De Peralta Sur 585, Santiago De Surco, Perú|-12.1159026|-76.976885
$ 227,943|/inmueble/531519|Departamento en  Magdalena Del Mar, Lima|104.12m2|3|2|PE|Magdalena del Mar, Lima|Lima Departamento||-12.096268|-77.062231
$ 125,000|/inmueble/452243|Departamento en  Casuarina, Surquillo, Perú||2|2|PE|Surquillo, Lima|Lima Departamento|Casuarina, Surquillo, Perú|-12.1209928|-77.001513
$ 720,000|/inmueble/463798|Departamento en  Av. Del Sur 351, Lima, Perú|489m2|4|4|PE|Santiago de Surco, Lima|Lima Departamento|Av. Del Sur 351, Lima, Perú|-12.114934827407296|-76.98313605040312
$ 315,000|/inmueble/551827|Departamento en  Gaspar Monge, Cercado De Lima, Perú|192m2|3|2|PE|San Borja, Lima|Lima Departamento|Gaspar Monge, Cercado De Lima, Perú|-12.1034399|-77.0083157
$ 102,920.68|/inmueble/594507|Departamento en  San Eugenio, Lima|45m2|1|1|PE|San Eugenio, Lince, Lima|Lima Departamento||-12.090621032351825|-77.02717676931152
$ 165,000|/inmueble/609500|Departamento en  Avenida Juan De Aliaga, Magdalena Del Mar, Perú|101m2|3|3|PE|Magdalena del Mar, Lima|Lima Departamento|Avenida Juan De Aliaga, Magdalena Del Mar, Perú|-12.0955493|-77.0595526
$ 190,000|/inmueble/592892|Departamento en  San Borja, Lima|104m2|2|1|PE|San Borja, Lima|Lima Departamento||-12.10944|-76.98205960000001
$ 100,000|/inmueble/620556|Departamento en  Doña Consuelo, Surco, Perú|83m2|3|2|PE|Santiago de Surco, Lima|Lima Departamento|Doña Consuelo, Surco, Perú|-12.1682485|-76.9886063
$ 205,000|/inmueble/614346|Departamento en  Calle Vasco De Gama, La Molina, Perú|133m2|3|2|PE|Rinconada Baja, La Molina, Lima|Lima Departamento|Calle Vasco De Gama, La Molina, Perú|-12.0641119|-76.947547
$ 160,000|/inmueble/562992|Departamento en  Calle Ciro Alegría, Urb El Amauta, Lima, Perú|167m2|4|4|PE|San Juan de Miraflores, Lima|Lima Departamento|Calle Ciro Alegría, Urb El Amauta, Lima, Perú|-12.1626186|-76.9807971
$ 160,000|/inmueble/624751|Departamento en  Pajaten 105, Surco, Perú|60m2|2|2|PE|San Antonio, Miraflores, Lima|Lima Departamento|Pajaten 105, Surco, Perú|-12.1301634|-77.006667
$ 149,000|/inmueble/531556|Departamento en  Surquillo, Lima|91m2|3|2|PE|Surquillo, Lima|Lima Departamento||-12.117932|-77.014514
$ 350,000|/inmueble/466808|Departamento en  Santa Cruz, Lima|195m2|2|2|PE|Santa Cruz, Miraflores, Lima|Lima Departamento||-12.1113711|-77.0392678
$ 320,000|/inmueble/460122|Departamento en  Armendáriz, Lima|168m2|2|2|PE|Armendáriz, Miraflores, Lima|Lima Departamento||-12.1304878|-77.0290226
$ 176,000|/inmueble/531526|Departamento en  Cercado De Miraflores, Lima|70m2|2|2|PE|Cercado de Miraflores, Miraflores, Lima|Lima Departamento||-12.121792|-77.035897
$ 275,000|/inmueble/462049|Departamento en  Santiago De Surco, Lima|246m2|3|4|PE|Santiago de Surco, Lima|Lima Departamento||-12.126329888570744|-76.98340760111084
$ 139,000|/inmueble/a5b1-906e-d2431d2e-d804c0384b4-43ee|Departamento en  Av. Rivera Navarrete 548, San Isidro 15046, Perú|49m2|1|1|PE|Corpac, San Isidro, Lima|Lima Departamento|Av. Rivera Navarrete 548, San Isidro 15046, Perú|-12.092639275833834|-77.0270210132003
$ 370,000|/inmueble/4fdc-9233-1831cfce-a68418d00923-4893|Departamento en  Chamberi 140, Miraflores, Perú|150m2|2|2|PE|Santa Cruz, Miraflores, Lima|Lima Departamento|Chamberi 140, Miraflores, Perú|-12.1129467|-77.04011040000002
$ 319,000|/inmueble/467048|Departamento en  Santa Cruz, Lima|120m2|3|2|PE|Santa Cruz, Miraflores, Lima|Lima Departamento||-12.1152108|-77.0433069
$ 105,000|/inmueble/463282|Departamento en  Av. San Felipe 637, Jesús María 15072, Perú|43m2|1|1|PE|Salaverry Et.2, Jesus Maria, Lima|Lima Departamento|Av. San Felipe 637, Jesús María 15072, Perú|-12.082860720727428|-77.05154411494732
$ 269,000|/inmueble/465500|Departamento en  Corpac, Lima|121m2|3|3|PE|Corpac, San Isidro, Lima|Lima Departamento||-12.098080217046409|-77.02136216020509
$ 275,000|/inmueble/463901|Departamento en  Jirón La Floresta 215, Camacho, Cercado De Lima, Perú|154m2|3|3|PE|Santiago de Surco, Lima|Lima Departamento|Jirón La Floresta 215, Camacho, Cercado De Lima, Perú|-12.0817316|-76.9740451
$ 520,000|/inmueble/4220-91ee-a26d89d6-ad5c1dc0fbe6-1273|Departamento en  Calle Monte Flor, Chacarilla Del Estanque, Lima, Perú|382m2|4|5|PE|Santiago de Surco, Lima|Lima Departamento|Calle Monte Flor, Chacarilla Del Estanque, Lima, Perú|-12.1122443|-76.9833043
$ 203,582.65|/inmueble/447365|Departamento en  Jr. Faustino Sánchez Carrión 140, Magdalena Del Mar 15076, Perú|84m2|3|2|PE|Magdalena del Mar, Lima|Lima Departamento|Jr. Faustino Sánchez Carrión 140, Magdalena Del Mar 15076, Perú|-12.099912883162716|-77.06299915909767
$ 210,000|/inmueble/429241|Departamento en  Jiron Oceano Atlantico 260, Neptuno, Lima, Perú|120m2|3|3|PE|Santiago de Surco, Lima|Lima Departamento|Jiron Oceano Atlantico 260, Neptuno, Lima, Perú|-12.0811369|-76.9747186
$ 444,850|/inmueble/501444|Departamento en  Santiago De Surco, Lima|216m2|3|4|PE|Santiago de Surco, Lima|Lima Departamento||-12.1117785|-76.9843423
$ 250,000|/inmueble/536442|Departamento en  Santa Cruz, Lima|136.65m2|3|2|PE|Santa Cruz, Miraflores, Lima|Lima Departamento||-12.1037158|-77.0163948
$ 129,000|/inmueble/573059|Departamento en  Av. Bertolotto 250, San Miguel, Perú|85m2|3|3|PE|Pando, San Miguel, Lima|Lima Departamento|Av. Bertolotto 250, San Miguel, Perú|-12.0936674|-77.07875640000002
$ 155,000|/inmueble/616347|Departamento en  Santiago De Surco, Lima|146m2|3|3|PE|Santiago de Surco, Lima|Lima Departamento||-12.13909|-77.0077
$ 650,000|/inmueble/463833|Departamento en  Calle Comandante O Donovan 172, Miraflores, Perú|535m2|5|5|PE|Armendáriz, Miraflores, Lima|Lima Departamento|Calle Comandante O Donovan 172, Miraflores, Perú|-12.1301975|-77.0322767
$ 287,000|/inmueble/531433|Departamento en  Santa Cruz, Lima|125m2|3|3|PE|Santa Cruz, Miraflores, Lima|Lima Departamento||-12.1123634|-77.04543939999999
$ 203,000|/inmueble/531432|Departamento en  Santa Cruz, Lima|83m2|2|2|PE|Santa Cruz, Miraflores, Lima|Lima Departamento||-12.112158|-77.045534
$ 285,000|/inmueble/6853-a943-af6c49f5-e0f01ac90e31-47f3|Departamento en  Av. Faustino Sánchez Carrión 7, Magdalena Del Mar, Perú|173m2|4|3|PE|Magdalena del Mar, Lima|Lima Departamento|Av. Faustino Sánchez Carrión 7, Magdalena Del Mar, Perú|-12.0908359|-77.0567521
$ 184,000|/inmueble/64ad-80fc-ea71992d-cc2aaf33a065-47c6|Departamento en  Av. Primavera 907, San Borja, Perú|98m2|3|2|PE|San Borja, Lima|Lima Departamento|Av. Primavera 907, San Borja, Perú|-12.1101456|-76.9830774
$ 149,000|/inmueble/c7ed-9832-13f432f-3439ee17ecf8-471e|Departamento en  Barranco, Lima|68m2|2|2|PE|Barranco, Lima|Lima Departamento||-12.1306268|-77.0204174
$ 370,000|/inmueble/461011|Departamento en  Armendáriz, Lima|234m2|4|5|PE|Armendáriz, Miraflores, Lima|Lima Departamento||-12.1310142|-77.0316528
$ 221,000|/inmueble/531418|Departamento en  Magdalena Del Mar, Lima|107.2m2|2|2|PE|Magdalena del Mar, Lima|Lima Departamento||-12.099102|-77.060895
$ 193,000|/inmueble/a078-a5db-9b4e88ea-c38209e4234a-47d8|Departamento en  Barranco, Lima|102m2|3|3|PE|Barranco, Lima|Lima Departamento||-12.1306268|-77.0204174
$ 400,000|/inmueble/553125|Departamento en  San Antonio, Lima|215m2|3|4|PE|San Antonio, Miraflores, Lima|Lima Departamento||-12.1204501|-77.0146784
$ 200,000|/inmueble/531507|Departamento en  Santa Cruz, Lima|90m2|2|2|PE|Santa Cruz, Miraflores, Lima|Lima Departamento||-12.115976|-77.032957
$ 142,000|/inmueble/584323|Departamento en  Parque Unión Panamericana 311, Cercado De Lima, Perú|136m2|3|2|PE|La Victoria, Lima|Lima Departamento|Parque Unión Panamericana 311, Cercado De Lima, Perú|-12.0781962|-77.02165289999999
$ 240,000|/inmueble/562489|Departamento en  Av Paseo De La República 6339, Cercado De Lima, Perú|125m2|2|3|PE|San Antonio, Miraflores, Lima|Lima Departamento|Av Paseo De La República 6339, Cercado De Lima, Perú|-12.1321652|-77.0214809
$ 495,000|/inmueble/285f-9e68-3e3a4471-fe5504636187-46b7|Departamento en  Santiago De Surco, Lima|302m2|4|3|PE|Santiago de Surco, Lima|Lima Departamento||-12.112767|-76.9859077
$ 217,000|/inmueble/6002-8935-2f935149-2ab98e13134c-463b|Departamento en  Calle Libertad 176, Miraflores, Perú|110m2|2|2|PE|Cercado de Miraflores, Miraflores, Lima|Lima Departamento|Calle Libertad 176, Miraflores, Perú|-12.1203592|-77.03284599999999
$ 199,000|/inmueble/618847|Departamento en  Santiago De Surco, Lima|112m2|3|2|PE|Santiago de Surco, Lima|Lima Departamento||-12.0988173|-76.9774317
$ 174,000|/inmueble/563095|Departamento en  Jirón Zaragoza 207, Pueblo Libre, Lima, Perú|133m2|4|3|PE|Pueblo Libre, Lima|Lima Departamento|Jirón Zaragoza 207, Pueblo Libre, Lima, Perú|-12.068512|-77.06297099999999
$ 274,000|/inmueble/461077|Departamento en  Corpac, Lima|185m2|3|3|PE|Corpac, San Isidro, Lima|Lima Departamento||-12.099548890207236|-77.02234921312257
$ 295,000|/inmueble/464879|Departamento en  Santiago De Surco, Lima|326.96m2|3|3|PE|Santiago de Surco, Lima|Lima Departamento||-12.1288893|-76.9764124
$ 120,094.78|/inmueble/531555|Departamento en  Surquillo, Lima|62m2|3|2|PE|Surquillo, Lima|Lima Departamento||-12.1182819|-77.0154352
$ 148,268.51|/inmueble/531550|Departamento en  Surquillo, Lima|72m2|2|2|PE|Surquillo, Lima|Lima Departamento||-12.1182819|-77.0154352
$ 196,000|/inmueble/531534|Departamento en  Cercado De Miraflores, Lima|70m2|2|2|PE|Cercado de Miraflores, Miraflores, Lima|Lima Departamento||-12.120145|-77.033783
$ 99,000|/inmueble/223-a494-ab4f194c-6c91eb54979c-4729|Departamento en  Jirón Corbeta La Unión 150, Santiago De Surco, Perú|76m2|3|2|PE|Santiago de Surco, Lima|Lima Departamento|Jirón Corbeta La Unión 150, Santiago De Surco, Perú|-12.1453938|-77.0077168
$ 68,000|/inmueble/460355|Departamento en  Av. Costanera 2810, San Miguel, Perú|40m2|1|1|PE|Maranga, San Miguel, Lima|Lima Departamento|Av. Costanera 2810, San Miguel, Perú|-12.0798886|-77.1088961
$ 36,957.89|/inmueble/598531|Departamento en  Condominio Ciudad Verde - Paz Centenario - Depa + Club, Autopista Panamericana Norte, Puente Piedra, Perú|58m2|3|1|PE|Puente Piedra, Lima|Lima Departamento|Condominio Ciudad Verde - Paz Centenario - Depa + Club, Autopista Panamericana Norte, Puente Piedra, Perú|-11.8955313|-77.0673857
$ 36,957.89|/inmueble/598636|Departamento en  Condominio Ciudad Verde - Paz Centenario - Depa + Club, Autopista Panamericana Norte, Puente Piedra, Perú|58m2|3|1|PE|Puente Piedra, Lima|Lima Departamento|Condominio Ciudad Verde - Paz Centenario - Depa + Club, Autopista Panamericana Norte, Puente Piedra, Perú|-11.8955313|-77.0673857
$ 36,957.89|/inmueble/608608|Departamento en  Condominio Ciudad Verde - Paz Centenario - Depa + Club, Autopista Panamericana Norte, Puente Piedra, Perú|58m2|3|1|PE|Puente Piedra, Lima|Lima Departamento|Condominio Ciudad Verde - Paz Centenario - Depa + Club, Autopista Panamericana Norte, Puente Piedra, Perú|-11.8955313|-77.0673857
$ 36,957.89|/inmueble/598634|Departamento en  Condominio Ciudad Verde - Paz Centenario - Depa + Club, Autopista Panamericana Norte, Puente Piedra, Perú|58m2|3|1|PE|Puente Piedra, Lima|Lima Departamento|Condominio Ciudad Verde - Paz Centenario - Depa + Club, Autopista Panamericana Norte, Puente Piedra, Perú|-11.8955313|-77.0673857
$ 36,957.89|/inmueble/608603|Departamento en  Condominio Ciudad Verde - Paz Centenario - Depa + Club, Autopista Panamericana Norte, Puente Piedra, Perú|58m2|3|1|PE|Puente Piedra, Lima|Lima Departamento|Condominio Ciudad Verde - Paz Centenario - Depa + Club, Autopista Panamericana Norte, Puente Piedra, Perú|-11.8955313|-77.0673857
$ 36,957.89|/inmueble/608708|Departamento en  Condominio Ciudad Verde - Paz Centenario - Depa + Club, Autopista Panamericana Norte, Puente Piedra, Perú|58m2|3|1|PE|Puente Piedra, Lima|Lima Departamento|Condominio Ciudad Verde - Paz Centenario - Depa + Club, Autopista Panamericana Norte, Puente Piedra, Perú|-11.8955313|-77.0673857
$ 36,957.89|/inmueble/598633|Departamento en  Condominio Ciudad Verde - Paz Centenario - Depa + Club, Autopista Panamericana Norte, Puente Piedra, Perú|58m2|3|1|PE|Puente Piedra, Lima|Lima Departamento|Condominio Ciudad Verde - Paz Centenario - Depa + Club, Autopista Panamericana Norte, Puente Piedra, Perú|-11.8955313|-77.0673857
$ 36,957.89|/inmueble/608602|Departamento en  Condominio Ciudad Verde - Paz Centenario - Depa + Club, Autopista Panamericana Norte, Puente Piedra, Perú|58m2|3|1|PE|Puente Piedra, Lima|Lima Departamento|Condominio Ciudad Verde - Paz Centenario - Depa + Club, Autopista Panamericana Norte, Puente Piedra, Perú|-11.8955313|-77.0673857
$ 410,000|/inmueble/442989|Departamento en  Calle Flavio Gerbolini 170, Miraflores, Perú|185m2|2|3|PE|San Antonio, Miraflores, Lima|Lima Departamento|Calle Flavio Gerbolini 170, Miraflores, Perú|-12.1287291|-77.013307
$ 36,957.89|/inmueble/608703|Departamento en  Condominio Ciudad Verde - Paz Centenario - Depa + Club, Autopista Panamericana Norte, Puente Piedra, Perú|58m2|3|1|PE|Puente Piedra, Lima|Lima Departamento|Condominio Ciudad Verde - Paz Centenario - Depa + Club, Autopista Panamericana Norte, Puente Piedra, Perú|-11.8955313|-77.0673857
$ 180,000|/inmueble/42ec-91cc-7688b57d-6a9bf17d89e8-433f|Departamento en  Risso, Lima|100m2|3|3|PE|Risso, Lince, Lima|Lima Departamento||-12.0870032|-77.0457559
$ 36,957.89|/inmueble/608600|Departamento en  Condominio Ciudad Verde - Paz Centenario - Depa + Club, Autopista Panamericana Norte, Puente Piedra, Perú|58m2|3|1|PE|Puente Piedra, Lima|Lima Departamento|Condominio Ciudad Verde - Paz Centenario - Depa + Club, Autopista Panamericana Norte, Puente Piedra, Perú|-11.8955313|-77.0673857
$ 36,957.89|/inmueble/598632|Departamento en  Condominio Ciudad Verde - Paz Centenario - Depa + Club, Autopista Panamericana Norte, Puente Piedra, Perú|58m2|3|1|PE|Puente Piedra, Lima|Lima Departamento|Condominio Ciudad Verde - Paz Centenario - Depa + Club, Autopista Panamericana Norte, Puente Piedra, Perú|-11.8955313|-77.0673857
$ 36,957.89|/inmueble/608598|Departamento en  Condominio Ciudad Verde - Paz Centenario - Depa + Club, Autopista Panamericana Norte, Puente Piedra, Perú|58m2|3|1|PE|Puente Piedra, Lima|Lima Departamento|Condominio Ciudad Verde - Paz Centenario - Depa + Club, Autopista Panamericana Norte, Puente Piedra, Perú|-11.8955313|-77.0673857
$ 80,000|/inmueble/602966|Departamento en  Av. Costanera 2200, San Miguel, Perú|53m2|2|2|PE|Maranga, San Miguel, Lima|Lima Departamento|Av. Costanera 2200, San Miguel, Perú|-12.0826106|-77.1035957
$ 36,957.89|/inmueble/598528|Departamento en  Condominio Ciudad Verde - Paz Centenario - Depa + Club, Autopista Panamericana Norte, Puente Piedra, Perú|58m2|3|1|PE|Puente Piedra, Lima|Lima Departamento|Condominio Ciudad Verde - Paz Centenario - Depa + Club, Autopista Panamericana Norte, Puente Piedra, Perú|-11.8955313|-77.0673857
$ 108,108.11|/inmueble/480754|Departamento en  Calle Micaela Bastidas Puyucawa 491, San Miguel 15087, Perú|66.25m2|2|2|PE|Maranga, San Miguel, Lima|Lima Departamento|Calle Micaela Bastidas Puyucawa 491, San Miguel 15087, Perú|-12.078954|-77.1013305
$ 170,961.66|/inmueble/480049|Departamento en  Calle Micaela Bastidas Puyucawa 491, San Miguel 15087, Perú|104.33m2|4|2|PE|Maranga, San Miguel, Lima|Lima Departamento|Calle Micaela Bastidas Puyucawa 491, San Miguel 15087, Perú|-12.078954|-77.1013305
$ 275,000|/inmueble/a8d4-adfa-544ad1ec-45617605f0f3-4cf1|Departamento en  Av. Javier Prado Este 3564, San Borja, Perú|321.27m2|7|4|PE|San Borja, Lima|Lima Departamento|Av. Javier Prado Este 3564, San Borja, Perú|-12.0861386|-76.98766870000001
$ 108,610.94|/inmueble/480747|Departamento en  Calle Micaela Bastidas Puyucawa 491, San Miguel 15087, Perú|66.25m2|2|2|PE|Maranga, San Miguel, Lima|Lima Departamento|Calle Micaela Bastidas Puyucawa 491, San Miguel 15087, Perú|-12.078954|-77.1013305
$ 113,097.67|/inmueble/548905|Departamento en  Surquillo, Lima|54.4m2|1|2|PE|Surquillo, Lima|Lima Departamento||-12.1182819|-77.0154352
$ 240,000|/inmueble/582410|Departamento en  Corpac, San Isidro, Perú|152m2|3|3|PE|Corpac, San Isidro, Lima|Lima Departamento|Corpac, San Isidro, Perú|-12.09734|-77.014704
$ 612,000|/inmueble/508196|Departamento en  Avenida Tudela Y Varela, San Isidro, Perú|202m2|4|3|PE|El Olivar, San Isidro, Lima|Lima Departamento|Avenida Tudela Y Varela, San Isidro, Perú|-12.1092474|-77.0413911
$ 36,957.89|/inmueble/598630|Departamento en  Condominio Ciudad Verde - Paz Centenario - Depa + Club, Autopista Panamericana Norte, Puente Piedra, Perú|58m2|3|1|PE|Puente Piedra, Lima|Lima Departamento|Condominio Ciudad Verde - Paz Centenario - Depa + Club, Autopista Panamericana Norte, Puente Piedra, Perú|-11.8955313|-77.0673857
$ 95,000|/inmueble/572466|Departamento en  Surquillo, Lima|52m2|2|2|PE|Surquillo, Lima|Lima Departamento||-12.1154182|-77.0036191
$ 285,000|/inmueble/900e-9f67-12ccdeb6-4fa8968bbfa7-44a6|Departamento en  Santiago De Surco, Lima|221.3m2|3|3|PE|Santiago de Surco, Lima|Lima Departamento||-12.1134452|-76.9763007
$ 480,000|/inmueble/c7dd-8396-c721a4e3-b1ffb686d956-496c|Departamento en  Santiago De Surco, Lima|266m2|3|3|PE|Santiago de Surco, Lima|Lima Departamento||-12.1230563|-76.9834777
$ 215,000|/inmueble/528804|Departamento en  Santiago De Surco, Lima|180m2|4|3|PE|Santiago de Surco, Lima|Lima Departamento||-12.1255183|-76.9757249
$ 168,196.1|/inmueble/447357|Departamento en  Jr. Faustino Sánchez Carrión 140, Magdalena Del Mar 15076, Perú|81m2|3|2|PE|Magdalena del Mar, Lima|Lima Departamento|Jr. Faustino Sánchez Carrión 140, Magdalena Del Mar 15076, Perú|-12.099912883162716|-77.06299915909767
$ 155,000|/inmueble/593438|Departamento en  Pando, Lima|107m2|3|3|PE|Pando, San Miguel, Lima|Lima Departamento||-12.0905416|-77.0758508
$ 99,000|/inmueble/572460|Departamento en  Surquillo, Lima|66m2|2|2|PE|Surquillo, Lima|Lima Departamento||-12.1173903|-77.02216709999999
$ 200,000|/inmueble/609809|Departamento en  Av. Gral. Mendiburu, Miraflores, Perú|83m2|2|2|PE|Santa Cruz, Miraflores, Lima|Lima Departamento|Av. Gral. Mendiburu, Miraflores, Perú|-12.1137075|-77.0465154
$ 255,000|/inmueble/621459|Departamento en  Avenida Arequipa, San Isidro, Perú|130m2|2|3|PE|Corpac, San Isidro, Lima|Lima Departamento|Avenida Arequipa, San Isidro, Perú|-12.0980796|-77.0324056
$ 330,000|/inmueble/3dc3-b332-6d4fcd4c-44a6dc7d8c17-5077|Departamento en  Santiago De Surco, Lima|188m2|3|3|PE|Santiago de Surco, Lima|Lima Departamento||-12.1206353|-76.9872352
$ 114,000|/inmueble/455473|Departamento en  Avenida Manuel Cipriano Dulanto 1448, Pueblo Libre, Perú|90m2|3|2|PE|Pueblo Libre, Lima|Lima Departamento|Avenida Manuel Cipriano Dulanto 1448, Pueblo Libre, Perú|-12.077357|-77.0699736
$ 430,000|/inmueble/3a87-a53a-37c4b596-1bf25cbab82d-1273|Departamento en  Santiago De Surco, Lima|260m2|4|4|PE|Santiago de Surco, Lima|Lima Departamento||-12.125318632520976|-76.97801001369953
$ 470,000|/inmueble/536436|Departamento en  San Borja, Lima|228m2|4|3|PE|San Borja, Lima|Lima Departamento||-12.107519|-76.98127269999999
