Empresa	Medio de Acceso	Mes	Departamento	Conexiones		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-08-01	PASCO	799		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-08-01	AMAZONAS	838		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-08-01	MADRE DE DIOS	"1,441"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-08-01	JUNÍN	"1,630"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-08-01	CUSCO	"1,768"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-08-01	APURÍMAC	"2,095"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-08-01	LA LIBERTAD	"2,208"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-08-01	TUMBES	"2,546"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-08-01	AYACUCHO	"3,236"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-08-01	MOQUEGUA	"3,756"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-08-01	TACNA	"3,996"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-08-01	ANCASH	"4,084"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-08-01	HUÁNUCO	"4,305"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-08-01	SAN MARTÍN	"4,606"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-08-01	ICA	"5,709"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-08-01	PUNO	"5,914"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-08-01	UCAYALI	"6,803"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-08-01	CAJAMARCA	"7,861"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-08-01	PIURA	"8,130"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-08-01	LIMA	"64,282"		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-08-01	MADRE DE DIOS	440		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-08-01	PASCO	760		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-08-01	HUANCAVELICA	791		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-08-01	APURÍMAC	853		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-08-01	AMAZONAS	934		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-08-01	TUMBES	988		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-08-01	UCAYALI	"1,503"		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-08-01	TACNA	"1,594"		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-08-01	PUNO	"1,628"		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-08-01	MOQUEGUA	"1,714"		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-08-01	HUÁNUCO	"1,768"		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-08-01	AYACUCHO	"2,348"		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-08-01	SAN MARTÍN	"2,518"		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-08-01	CALLAO	"2,781"		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-08-01	CUSCO	"3,797"		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-08-01	ANCASH	"4,337"		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-08-01	LORETO	"4,427"		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-08-01	JUNÍN	"5,014"		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-08-01	LA LIBERTAD	"5,124"		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-08-01	LAMBAYEQUE	"5,403"		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-08-01	PIURA	"5,920"		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-08-01	AREQUIPA	"6,025"		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-08-01	CAJAMARCA	"7,195"		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-08-01	ICA	"8,010"		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-08-01	LIMA	"31,415"		
TELEINCA S.A.C.	Cable Coaxial	2021-08-01	Huánuco	803		
TELEVISION MINERA S.R.L.	Cable Coaxial	2021-08-01	Junín	400		
TELEVISION PICOTA E.I.R.L.	Cable Coaxial	2021-08-01	San Martín	526		
TELEVISION SATELITAL CONCEPCION S.R.L.	Cable Coaxial	2021-08-01	JUNÍN	758		
TODO TV VILLA RICA S.R.L	Cable Coaxial	2021-08-01	PASCO	538		
TV NOR COMUNICACIONES S.A.C.	Cable Coaxial	2021-08-01	PIURA	"6,087"		
TV SAT KABEL S.R.L.	Cable Coaxial	2021-08-01	ICA	822		
VIP CHANNEL SAC	Cable Coaxial	2021-08-01	LIMA	"2,452"		
VIVIANA MARINA RODRÍGUEZ VIENA	Cable Coaxial	2021-08-01	Loreto	"1,895"		
VOZ Y TELEVISION S.A.C	Cable Coaxial	2021-08-01	LIMA	"1,152"		
WG COMUNICACIONES DIGITALES S.A.C.	Cable Coaxial	2021-08-01	LIMA	"1,522"		
WG TELECOMUNICACIONES DEL ORIENTE S.A.C.	Cable Coaxial	2021-08-01	SAN MARTÍN	116		
WINNER SYSTEMS S.A.C.	Otras tecnologías	2021-08-01	PIURA	44		
WINNER SYSTEMS S.A.C.	Otras tecnologías	2021-08-01	LIMA	100		
TV CABLE DEL NORTE  S.R.L.	Cable Coaxial	2021-08-01	LIMA	27		
HECTOR RUBIO MORI	Cable Coaxial	2021-08-01	SAN MARTÍN	22		
CABLE NETWORD S.R.L.	Cable Coaxial	2021-08-01	LIMA	742		
A & P SERVITEL S.A.C.	Cable Coaxial	2021-09-01	JUNÍN	405		
"AIQUE VARGAS, GERMAN"	Cable Coaxial	2021-09-01	San Martín	299		
AMAZONIA T.V. S.R.LTDA	Cable Coaxial	2021-09-01	SAN MARTÍN	"1,453"		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2021-09-01	SAN MARTÍN	1		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2021-09-01	PUNO	382		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2021-09-01	MADRE DE DIOS	687		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2021-09-01	AYACUCHO	766		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2021-09-01	MOQUEGUA	784		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2021-09-01	TUMBES	911		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2021-09-01	UCAYALI	941		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2021-09-01	JUNÍN	"1,333"		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2021-09-01	HUÁNUCO	"1,498"		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2021-09-01	CAJAMARCA	"1,712"		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2021-09-01	ICA	"2,789"		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2021-09-01	ANCASH	"2,820"		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2021-09-01	TACNA	"2,976"		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2021-09-01	CUSCO	"3,557"		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2021-09-01	PIURA	"6,572"		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2021-09-01	LAMBAYEQUE	"9,610"		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2021-09-01	CALLAO	"10,223"		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2021-09-01	AREQUIPA	"10,612"		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2021-09-01	LA LIBERTAD	"11,619"		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2021-09-01	LIMA	"90,181"		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-09-01	MADRE DE DIOS	1		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-09-01	CALLAO	13		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-09-01	APURÍMAC	18		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-09-01	TACNA	30		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-09-01	TUMBES	44		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-09-01	PUNO	57		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-09-01	CAJAMARCA	61		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-09-01	HUÁNUCO	85		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-09-01	ICA	93		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-09-01	AMAZONAS	107		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-09-01	CUSCO	113		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-09-01	AYACUCHO	168		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-09-01	MOQUEGUA	240		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-09-01	SAN MARTÍN	307		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-09-01	UCAYALI	331		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-09-01	JUNÍN	360		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-09-01	LA LIBERTAD	443		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-09-01	LAMBAYEQUE	493		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-09-01	ANCASH	526		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-09-01	AREQUIPA	811		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-09-01	PIURA	987		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-09-01	LIMA	"3,525"		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-09-01	MADRE DE DIOS	42		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-09-01	HUANCAVELICA	58		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-09-01	PASCO	60		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-09-01	APURÍMAC	94		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-09-01	LORETO	101		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-09-01	UCAYALI	134		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-09-01	HUÁNUCO	147		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-09-01	TUMBES	165		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-09-01	AYACUCHO	181		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-09-01	SAN MARTÍN	205		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-09-01	MOQUEGUA	304		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-09-01	TACNA	329		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-09-01	PUNO	342		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-09-01	AMAZONAS	352		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-09-01	ICA	394		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-09-01	CALLAO	410		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-09-01	CUSCO	441		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-09-01	JUNÍN	516		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-09-01	LAMBAYEQUE	626		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-09-01	CAJAMARCA	729		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-09-01	ANCASH	743		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-09-01	LA LIBERTAD	835		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-09-01	AREQUIPA	932		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-09-01	PIURA	"1,169"		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-09-01	LIMA	"3,734"		
ANDRES CULQUI CULQUI	Cable Coaxial	2021-09-01	Loreto	430		
ASOCIACIÓN DE CABLE VISION SAN JACINTO	Cable Coaxial	2021-09-01	ANCASH	"1,680"		
BEST CABLE PERU S.A.C.	Cable Coaxial	2021-09-01	ANCASH	757		
BEST CABLE PERU S.A.C.	Cable Coaxial	2021-09-01	CALLAO	"5,319"		
BEST CABLE PERU S.A.C.	Cable Coaxial	2021-09-01	LIMA	"28,275"		
CABLE CONTA S.A.C.	Cable Coaxial	2021-09-01	LORETO	721		
CABLE INCA S.A.C.	Cable Coaxial	2021-09-01	HUÁNUCO	281		
CABLE MASTER COMUNICACIONES S.A.C.	Cable Coaxial	2021-09-01	LIMA	"3,951"		
CABLE MAX S.A.C	Cable Coaxial	2021-09-01	LIMA	199		
CABLE PACIFICO S.A.C.	Cable Coaxial	2021-09-01	Piura	547		
CABLE PUCALLPA SRL	Cable Coaxial	2021-09-01	UCAYALI	"2,588"		
CABLE RED PERÚ S.R.L	Cable Coaxial	2021-09-01	PIURA	"1,273"		
CABLE SAUCE TV E.I.R.L.	Cable Coaxial	2021-09-01	San Martín	300		
CABLE SERVIS CHN E.I.R.L.	Cable Coaxial	2021-09-01	AYACUCHO	205		
CABLE SISTEMAS S.R.L.	Cable Coaxial	2021-09-01	APURÍMAC	"3,120"		
CABLE SUR TELECOMUNICACIONES S.A.C.	Cable Coaxial	2021-09-01	ICA	"1,523"		
CABLE VIDEO PERÚ S.A.C.	Cable Coaxial	2021-09-01	CALLAO	600		
CABLE VIDEO PERÚ S.A.C.	Cable Coaxial	2021-09-01	LIMA	"24,007"		
CABLE VISIÓN LORETO S.A.C.	Cable Coaxial	2021-09-01	LORETO	"10,469"		
CABLE VISION MAGES SAC	Cable Coaxial	2021-09-01	AREQUIPA	"1,586"		
CABLECOM S.A.C.	Cable Coaxial	2021-09-01	LORETO	"1,715"		
CABLEMAX E.I.R.L	Cable Coaxial	2021-09-01	PIURA	"1,493"		
CABLENORTV S.A.C.	Cable Coaxial	2021-09-01	LAMBAYEQUE	683		
CABLENORTV S.A.C.	Cable Coaxial	2021-09-01	TUMBES	"8,572"		
CANTARO TV E.I.R.L.	Cable Coaxial	2021-09-01	PIURA	231		
CESAR RIOS GOMEZ	Cable Coaxial	2021-09-01	SAN MARTÍN	86		
CJG CABLE S.R.L.	Cable Coaxial	2021-09-01	PASCO	709		
COMUNICACIONES J&F CABLE TV S.A.C.	Cable Coaxial	2021-09-01	LAMBAYEQUE	"1,690"		
COMUNICACIONES J&F CABLE TV S.A.C.	Cable Coaxial	2021-09-01	AYACUCHO	"1,919"		
COMUNICACIONES J&F CABLE TV S.A.C.	Cable Coaxial	2021-09-01	LA LIBERTAD	"6,538"		
CONEXION ACTIVA S.R.L.	Cable Coaxial	2021-09-01	LA LIBERTAD	456		
CORPORACIÓN HNOS DJAR S.A.C.	Cable Coaxial	2021-09-01	San Martín	205		
DANTE DANIEL DE LA CRUZ CASTRO	Cable Coaxial	2021-09-01	Lima	119		
DANTE DANIEL DE LA CRUZ CASTRO	Cable Coaxial	2021-09-01	Huancavelica	121		
DANTE DANIEL DE LA CRUZ CASTRO	Cable Coaxial	2021-09-01	HUANCAVELICA	223		
DIRECTV PERU S.R.L	Satelital	2021-09-01	TUMBES	"1,832"		
DIRECTV PERU S.R.L	Satelital	2021-09-01	PASCO	"3,739"		
DIRECTV PERU S.R.L	Satelital	2021-09-01	MOQUEGUA	"3,930"		
DIRECTV PERU S.R.L	Satelital	2021-09-01	TACNA	"4,366"		
DIRECTV PERU S.R.L	Satelital	2021-09-01	HUANCAVELICA	"4,679"		
DIRECTV PERU S.R.L	Satelital	2021-09-01	SAN MARTÍN	"6,619"		
DIRECTV PERU S.R.L	Satelital	2021-09-01	HUÁNUCO	"6,621"		
DIRECTV PERU S.R.L	Satelital	2021-09-01	APURÍMAC	"7,171"		
DIRECTV PERU S.R.L	Satelital	2021-09-01	AMAZONAS	"7,356"		
DIRECTV PERU S.R.L	Satelital	2021-09-01	CALLAO	"7,548"		
DIRECTV PERU S.R.L	Satelital	2021-09-01	UCAYALI	"10,080"		
DIRECTV PERU S.R.L	Satelital	2021-09-01	AYACUCHO	"10,554"		
DIRECTV PERU S.R.L	Satelital	2021-09-01	LAMBAYEQUE	"10,861"		
DIRECTV PERU S.R.L	Satelital	2021-09-01	MADRE DE DIOS	"11,492"		
DIRECTV PERU S.R.L	Satelital	2021-09-01	CAJAMARCA	"12,840"		
DIRECTV PERU S.R.L	Satelital	2021-09-01	ANCASH	"12,853"		
DIRECTV PERU S.R.L	Satelital	2021-09-01	PUNO	"14,667"		
DIRECTV PERU S.R.L	Satelital	2021-09-01	JUNÍN	"15,504"		
DIRECTV PERU S.R.L	Satelital	2021-09-01	ICA	"15,841"		
DIRECTV PERU S.R.L	Satelital	2021-09-01	LORETO	"16,803"		
DIRECTV PERU S.R.L	Satelital	2021-09-01	CUSCO	"17,841"		
DIRECTV PERU S.R.L	Satelital	2021-09-01	PIURA	"17,943"		
DIRECTV PERU S.R.L	Satelital	2021-09-01	LA LIBERTAD	"19,818"		
DIRECTV PERU S.R.L	Satelital	2021-09-01	AREQUIPA	"21,544"		
DIRECTV PERU S.R.L	Satelital	2021-09-01	LIMA	"105,271"		
DKR VISION S.R.L.	Cable Coaxial	2021-09-01	ANCASH	"4,784"		
ECONOCABLE MEDIA S.A.C.	Cable Coaxial	2021-09-01	LIMA	"11,763"		
ECONOCABLE PERÚ S.A.C.	Cable Coaxial	2021-09-01	APURÍMAC	"2,429"		
ECONOCABLE S.A.C.	Cable Coaxial	2021-09-01	CUSCO	"2,638"		
ECONOCABLE S.A.C.	Cable Coaxial	2021-09-01	MADRE DE DIOS	"3,652"		
ELVIS CIRINEO LEON MONTERO	Cable Coaxial	2021-09-01	Junín	80		
EMPRESA RADIODIFUSORA SAN JUAN E.I.R.L.	Cable Coaxial	2021-09-01	LAMBAYEQUE	20		
FIBRATEL PERU E.I.R.L.	Cable Coaxial	2021-09-01	CUSCO	20		
FRANCISCO HUGO MENA TIPTO	Cable Coaxial	2021-09-01	Cusco	518		
GERARDO IVAN CRUZ ÑAZCO	Cable Coaxial	2021-09-01	Cajamarca	65		
GIGA & MEGA PLUS TV S.A.C.	Cable Coaxial	2021-09-01	LIMA	613		
HUANUCO TELECOM S.A.C.	Cable Coaxial	2021-09-01	Junín	"1,249"		
HUANUCO TELECOM S.A.C.	Cable Coaxial	2021-09-01	Huánuco	"3,400"		
HUASCARAN TELECOM S.A.C.	Cable Coaxial	2021-09-01	CUSCO	371		
HUASCARAN TELECOM S.A.C.	Cable Coaxial	2021-09-01	ANCASH	"4,356"		
INTERCONEXIÓN TV E.I.R.L.	Cable Coaxial	2021-09-01	JUNÍN	648		
INTI SAT TELECOM S.R.L.	Cable Coaxial	2021-09-01	CUSCO	"1,032"		
INVERSIONES CARALMA S.A.C.	Cable Coaxial	2021-09-01	AMAZONAS	834		
INVERSIONES MOTUX S.A.C.	Cable Coaxial	2021-09-01	LAMBAYEQUE	890		
INVERSIONES TELCOTEL S.A.C	Cable Coaxial	2021-09-01	LIMA	"5,348"		
INVERSIONES Y REPRESENTACIONES DOBLE C E.I.R.L.	Cable Coaxial	2021-09-01	LORETO	906		
JHON ANDERSON PEÑALOZA QUINTANILLA	Cable Coaxial	2021-09-01	JUNÍN	"1,196"		
JUAN DANIEL CHAVARRIA COTRINA	Cable Coaxial	2021-09-01	LIMA	479		
KTV CABLE S.A.C.	Cable Coaxial	2021-09-01	LIMA	677		
MAGRO Y CARDENAS VISTA TV EIRL	Cable Coaxial	2021-09-01	lima	155		
MARAL TELECOMUNICACIONES S.A.C.	Cable Coaxial	2021-09-01	PIURA	"3,315"		
MARIO LUIS CUBAS YGLESIAS	Cable Coaxial	2021-09-01	LA LIBERTAD	310		
MEGACABLE NETWORK S.A.C	Cable Coaxial	2021-09-01	AREQUIPA	360		
MULTISERVICIOS DE TELECOMUNICACIONES SATELITAL E.I.R.L.	Cable Coaxial	2021-09-01	LIMA	"3,649"		
North Telecom S.A.C.	Cable Coaxial	2021-09-01	LAMBAYEQUE	"2,966"		
OMNISAT CABLE TELEVISION S.R.L.	Cable Coaxial	2021-09-01	Piura	"1,259"		
OPTICOM S.A.C.	Cable Coaxial	2021-09-01	CUSCO	724		
P.T.A. TELECOMUNICACIONES S.R.L.	Cable Coaxial	2021-09-01	Huánuco	188		
PARABOLICA TV S.A.C.	Cable Coaxial	2021-09-01	PIURA	"3,635"		
PLANET CABLE S.A.C.	Cable Coaxial	2021-09-01	LA LIBERTAD	"1,366"		
QITV TELECOMUNICACIONES S.A.C.	Cable Coaxial	2021-09-01	CAJAMARCA	"3,448"		
RED DE COMUNICACIONES DIGITALES S.A.C.	Cable Coaxial	2021-09-01	SAN MARTÍN	49		
RED INTERCABLE PERU S.A.C.	Cable Coaxial	2021-09-01	JUNÍN	"1,348"		
RED INTERCABLE PERU S.A.C.	Cable Coaxial	2021-09-01	HUANCAVELICA	"1,066"		
REDES MULTIMEDIA PERU SAC	Cable Coaxial	2021-09-01	LA LIBERTAD	"1,354"		
RICARDO MARIO QUISPE CHOCCE	Cable Coaxial	2021-09-01	CAJAMARCA	300		
SEÑAL DIGITAL LATINA S.A.C	Cable Coaxial	2021-09-01	LIMA	118		
SILVIA ELIZABETH GANOZA SAM	Cable Coaxial	2021-09-01	LA LIBERTAD	171		
SISTEMA DE FIBRA OPTICA  Y TELECOMUNICACIONES S.A.C.	Cable Coaxial	2021-09-01	LIMA	190		
TELECABLE IMPACTO TV S.R.L.	Cable Coaxial	2021-09-01	LA LIBERTAD	400		
TELECABLE MAYNAS S.A.C.	Cable Coaxial	2021-09-01	LORETO	959		
TELECABLE TUMBES S.A.C.	Cable Coaxial	2021-09-01	TUMBES	364		
TELECOMUNICACIONES ARGONZA S.R.L.	Cable Coaxial	2021-09-01	CAJAMARCA	"3,575"		
TELECOMUNICACIONES MARINO E.I.R.L	Cable Coaxial	2021-09-01	LIMA	"1,582"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-09-01	PASCO	1		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-09-01	MADRE DE DIOS	4		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-09-01	AMAZONAS	9		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-09-01	APURÍMAC	11		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-09-01	SAN MARTÍN	12		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-09-01	TUMBES	12		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-09-01	AYACUCHO	21		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-09-01	UCAYALI	30		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-09-01	PUNO	32		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-09-01	MOQUEGUA	36		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-09-01	HUÁNUCO	43		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-09-01	CAJAMARCA	68		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-09-01	TACNA	"4,460"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-09-01	ICA	"9,741"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-09-01	ANCASH	"13,083"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-09-01	JUNÍN	"15,606"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-09-01	PIURA	"19,941"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-09-01	CUSCO	"24,706"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-09-01	LAMBAYEQUE	"26,729"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-09-01	LA LIBERTAD	"41,043"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-09-01	AREQUIPA	"55,406"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-09-01	CALLAO	"68,188"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-09-01	LIMA	"686,450"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-09-01	CALLAO	293		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-09-01	LAMBAYEQUE	440		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-09-01	LORETO	525		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-09-01	AREQUIPA	676		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-09-01	PASCO	805		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-09-01	AMAZONAS	820		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-09-01	MADRE DE DIOS	"1,419"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-09-01	JUNÍN	"1,621"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-09-01	CUSCO	"1,781"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-09-01	APURÍMAC	"2,095"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-09-01	LA LIBERTAD	"2,236"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-09-01	TUMBES	"2,566"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-09-01	AYACUCHO	"3,251"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-09-01	MOQUEGUA	"3,771"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-09-01	TACNA	"4,027"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-09-01	ANCASH	"4,130"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-09-01	HUÁNUCO	"4,315"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-09-01	SAN MARTÍN	"4,590"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-09-01	ICA	"5,710"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-09-01	PUNO	"5,894"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-09-01	UCAYALI	"6,847"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-09-01	CAJAMARCA	"7,867"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-09-01	PIURA	"8,183"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-09-01	LIMA	"71,269"		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-09-01	MADRE DE DIOS	437		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-09-01	PASCO	742		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-09-01	HUANCAVELICA	769		
